name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vogesella sp. LIG4	1192162	S	214	68	282	0.00005
Microvirgula aerodenitrificans	57480	S	200	60	260	0.00005
Aquitalea magnusonii	332411	S	192	53	245	0.00004
Neisseria elongata	495	S	161	71	232	0.00004
Neisseria sp. KEM232	655307	S	128	15	143	0.00003
Neisseria meningitidis	487	S	80	189	269	0.00005
Neisseria zoodegmatis	326523	S	76	13	89	0.00002
Neisseria sp. 10023	1853278	S	63	8	71	0.00001
Neisseria weaveri	28091	S	62	20	82	0.00001
Neisseria sp. 10022	1853276	S	61	6	67	0.00001
Neisseria subflava	28449	S	58	18	76	0.00001
Neisseria lactamica	486	S	24	34	58	0.00001
Neisseria polysaccharea	489	S	20	40	60	0.00001
Neisseria mucosa	488	S	18	61	79	0.00001
Neisseria gonorrhoeae	485	S	12	14	26	0.00000
Neisseria cinerea	483	S	11	7	18	0.00000
Neisseria sicca	490	S	11	41	52	0.00001
Crenobacter sp. K1W11S-77	2290923	S	324	129	453	0.00008
Vitreoscilla filiformis	63	S	178	53	231	0.00004
Vitreoscilla sp. C1	96942	S	79	11	90	0.00002
Snodgrassella alvi	1196083	S	171	86	257	0.00005
Eikenella corrodens	539	S	85	57	142	0.00003
Kingella kingae	504	S	73	17	90	0.00002
Simonsiella muelleri	72	S	36	10	46	0.00001
Neisseriaceae bacterium DSM 100970	2052837	S	24	2	26	0.00000
Nitrosomonas sp. Is79A3	261292	S	197	7	204	0.00004
Nitrosomonas communis	44574	S	139	2	141	0.00003
Nitrosomonas europaea	915	S	57	11	68	0.00001
Nitrosomonas ureae	44577	S	50	23	73	0.00001
Nitrosomonas sp. AL212	153948	S	26	28	54	0.00001
Nitrosomonas eutropha	916	S	20	26	46	0.00001
Nitrosospira briensis	35799	S	115	5	120	0.00002
Nitrosospira multiformis	1231	S	99	7	106	0.00002
Nitrosospira lacus	1288494	S	63	2	65	0.00001
Sideroxydans lithotrophicus	63745	S	240	23	263	0.00005
Sulfuricella denitrificans	649841	S	136	11	147	0.00003
Ferriphaselus amnicola	1188319	S	111	14	125	0.00002
Gallionella capsiferriformans	370405	S	92	9	101	0.00002
Sulfuriferula sp. AH1	1985873	S	72	32	104	0.00002
Methyloversatilis sp. RAC08	1842540	S	374	67	441	0.00008
Sulfuritalea hydrogenivorans	748811	S	272	45	317	0.00006
Methylobacillus flagellatus	405	S	173	103	276	0.00005
Methylovorus glucosotrophus	266009	S	26	32	58	0.00001
Methylovorus sp. MP688	887061	S	26	35	61	0.00001
Methylophilus sp. TWE2	1662285	S	86	7	93	0.00002
Methylotenera versatilis	1055487	S	43	7	50	0.00001
Methylotenera mobilis	359408	S	34	5	39	0.00001
Candidatus Methylopumilus turicensis	1581680	S	29	5	34	0.00001
Candidatus Methylopumilus planktonicus	1581557	S	28	2	30	0.00001
Thiobacillus denitrificans	36861	S	304	87	391	0.00007
Candidatus Accumulibacter phosphatis	327160	S	514	49	563	0.00010
Betaproteobacteria bacterium GR16-43	1904640	S	403	32	435	0.00008
beta proteobacterium CB	543913	S	27	49	76	0.00001
Candidatus Kinetoplastibacterium crithidii	33056	S	21	-21	0	0.00000
Sorangium cellulosum	56	S	3463	657	4120	0.00075
Chondromyces crocatus	52	S	839	44	883	0.00016
Pajaroellobacter abortibovis	1882918	S	50	5	55	0.00001
Sandaracinus amylolyticus	927083	S	2557	403	2960	0.00054
Myxococcus fulvus	33	S	354	315	669	0.00012
Myxococcus hansupus	1297742	S	281	121	402	0.00007
Myxococcus stipitatus	83455	S	216	55	271	0.00005
Myxococcus xanthus	34	S	176	86	262	0.00005
Myxococcus macrosporus	35	S	72	588	660	0.00012
Corallococcus coralloides	184914	S	310	166	476	0.00009
Anaeromyxobacter sp. Fw109-5	404589	S	647	135	782	0.00014
Anaeromyxobacter dehalogenans	161493	S	417	351	768	0.00014
Anaeromyxobacter sp. K	447217	S	149	391	540	0.00010
Archangium gephyra	48	S	545	168	713	0.00013
Cystobacter fuscus	43	S	491	263	754	0.00014
Stigmatella aurantiaca	41	S	280	121	401	0.00007
Melittangium boletus	83453	S	195	113	308	0.00006
Vulgatibacter incomptus	1391653	S	638	95	733	0.00013
Haliangium ochraceum	80816	S	2213	231	2444	0.00045
Geobacter sp. M18	443143	S	279	165	444	0.00008
Geobacter metallireducens	28232	S	254	21	275	0.00005
Geobacter uraniireducens	351604	S	251	16	267	0.00005
Geobacter sulfurreducens	35554	S	238	299	537	0.00010
Geobacter sp. M21	443144	S	205	82	287	0.00005
Geobacter pickeringii	345632	S	174	22	196	0.00004
Geobacter daltonii	1203471	S	132	10	142	0.00003
Geobacter anodireducens	1340425	S	119	185	304	0.00006
Geobacter lovleyi	313985	S	89	8	97	0.00002
Geobacter bemidjiensis	225194	S	67	27	94	0.00002
Geobacter sp. DSM 9736	1277350	S	63	3	66	0.00001
Geoalkalibacter subterraneus	483547	S	149	162	311	0.00006
Desulfuromonas soudanensis	1603606	S	520	50	570	0.00010
Desulfuromonas sp. DDH964	1823759	S	420	95	515	0.00009
Pelobacter carbinolicus	19	S	212	20	232	0.00004
Pelobacter propionicus	29543	S	123	91	214	0.00004
Pelobacter sp. SFB93	1842532	S	83	28	111	0.00002
Pelobacter acetylenicus	29542	S	65	142	207	0.00004
Desulfovibrio vulgaris	881	S	484	18	502	0.00009
Desulfovibrio fairfieldensis	44742	S	236	19	255	0.00005
Desulfovibrio sp. FW1012B	644968	S	223	21	244	0.00004
Desulfovibrio desulfuricans	876	S	218	252	470	0.00009
Desulfovibrio gigas	879	S	216	4	220	0.00004
Desulfovibrio africanus	873	S	154	6	160	0.00003
Desulfovibrio alaskensis	58180	S	120	212	332	0.00006
Desulfovibrio magneticus	184917	S	111	7	118	0.00002
Desulfovibrio piger	901	S	69	10	79	0.00001
Desulfovibrio salexigens	880	S	41	3	44	0.00001
Desulfovibrio hydrothermalis	191026	S	22	1	23	0.00000
Candidatus Desulfovibrio trichonymphae	1725232	S	13	1	14	0.00000
Pseudodesulfovibrio aespoeensis	182210	S	236	154	390	0.00007
Pseudodesulfovibrio indicus	1716143	S	201	35	236	0.00004
Pseudodesulfovibrio profundus	57320	S	113	107	220	0.00004
Pseudodesulfovibrio piezophilus	879567	S	38	2	40	0.00001
Desulfomicrobium baculatum	899	S	167	15	182	0.00003
Desulfomicrobium orale	132132	S	72	17	89	0.00002
Desulfohalobium retbaense	45663	S	106	4	110	0.00002
Desulfococcus multivorans	897	S	309	72	381	0.00007
Desulfococcus oleovorans	181663	S	188	2	190	0.00003
Desulfatibacillum alkenivorans	259354	S	81	2	83	0.00002
Desulfobacter postgatei	2293	S	52	6	58	0.00001
Desulfobacterium autotrophicum	2296	S	45	3	48	0.00001
Desulfobacula toluolica	28223	S	32	4	36	0.00001
Desulfobulbus sp. ORNL	1986146	S	153	27	180	0.00003
Desulfurivibrio alkaliphilus	427923	S	134	5	139	0.00003
Desulfotalea psychrophila	84980	S	99	10	109	0.00002
Desulfocapsa sulfexigens	65555	S	77	6	83	0.00002
Bradymonas sediminis	1548548	S	580	14	594	0.00011
Desulfobacca acetoxidans	60893	S	149	1	150	0.00003
Desulfomonile tiedjei	2358	S	128	2	130	0.00002
Syntrophus aciditrophicus	316277	S	69	3	72	0.00001
Syntrophobacter fumaroxidans	119484	S	117	57	174	0.00003
Desulfarculus baarsii	453230	S	320	257	577	0.00011
Hippea maritima	84405	S	36	9	45	0.00001
Desulfurella acetivorans	33002	S	14	0	14	0.00000
Candidatus Desulfofervidus auxilii	1621989	S	11	0	11	0.00000
Campylobacter pinnipediorum	1965231	S	156	13	169	0.00003
Campylobacter peloridis	488546	S	100	63	163	0.00003
Campylobacter coli	195	S	65	34	99	0.00002
Campylobacter curvus	200	S	62	7	69	0.00001
Campylobacter hyointestinalis	198	S	49	18	67	0.00001
Campylobacter jejuni	197	S	47	59	106	0.00002
Campylobacter cuniculorum	374106	S	30	5	35	0.00001
Campylobacter ureolyticus	827	S	20	7	27	0.00000
Campylobacter hominis	76517	S	20	9	29	0.00001
Campylobacter iguaniorum	1244531	S	20	5	25	0.00000
Campylobacter insulaenigrae	260714	S	14	4	18	0.00000
Campylobacter lari	201	S	12	7	19	0.00000
Campylobacter gracilis	824	S	12	1	13	0.00000
Campylobacter concisus	199	S	10	2	12	0.00000
Pseudoarcobacter suis	1278212	S	45	11	56	0.00001
Pseudoarcobacter ellisii	913109	S	19	10	29	0.00001
Aliiarcobacter trophiarum	708186	S	15	33	48	0.00001
Haloarcobacter bivalviorum	663364	S	49	11	60	0.00001
Malacobacter marinus	505249	S	12	7	19	0.00000
Arcobacter sp. LPB0137	1850254	S	17	2	19	0.00000
Arcobacter sp. L	944547	S	12	7	19	0.00000
Arcobacter nitrofigilis	28199	S	15	1	16	0.00000
Sulfurospirillum deleyianum	65553	S	150	39	189	0.00003
Sulfurospirillum barnesii	44674	S	36	6	42	0.00001
Sulfurospirillum sp. UCH001	1581011	S	16	4	20	0.00000
Helicobacter pylori	210	S	74	38	112	0.00002
Helicobacter cetorum	138563	S	10	1	11	0.00000
Sulfurimonas gotlandica	1176482	S	29	2	31	0.00001
Sulfurimonas denitrificans	39766	S	21	2	23	0.00000
Nitratifractor salsuginis	269261	S	169	8	177	0.00003
Sulfurovum lithotrophicum	206403	S	12	3	15	0.00000
Nautilia profundicola	244787	S	23	0	23	0.00000
Acidithiobacillus ferrooxidans	920	S	190	42	232	0.00004
Acidithiobacillus caldus	33059	S	147	26	173	0.00003
Acidithiobacillus ferrivorans	160808	S	143	12	155	0.00003
Halobacteriovorax marinus	97084	S	105	12	117	0.00002
Bacteriovorax stolpii	960	S	67	5	72	0.00001
Bdellovibrio bacteriovorus	959	S	130	12	142	0.00003
Bdellovibrio exovorus	453816	S	23	1	24	0.00000
Mariprofundus ferrinatatus	1921087	S	95	5	100	0.00002
Mariprofundus aestuarium	1921086	S	50	3	53	0.00001
Hydrogenophilus thermoluteolus	297	S	134	42	176	0.00003
Maribacter cobaltidurans	1178778	S	83285	27811	111096	0.02026
Maribacter sp. T28	1836467	S	2403	369	2772	0.00051
Maribacter sp. HTCC2170	313603	S	1638	140	1778	0.00032
Maribacter sp. MAR_2009_60	1250153	S	1213	987	2200	0.00040
Maribacter sp. 1_2014MBL_MicDiv	1644130	S	806	626	1432	0.00026
Tenacibaculum dicentrarchi	669041	S	20867	12157	33024	0.00602
Tenacibaculum jejuense	584609	S	18473	3049	21522	0.00393
Tenacibaculum sp. SZ-18	754423	S	13924	3183	17107	0.00312
Tenacibaculum maritimum	107401	S	12244	3018	15262	0.00278
Tenacibaculum todarodis	1850252	S	12086	5226	17312	0.00316
Polaribacter sp. KT25b	1855336	S	7140	1367	8507	0.00155
Polaribacter reichenbachii	996801	S	7037	1263	8300	0.00151
Polaribacter sp. SA4-12	1312072	S	6996	1473	8469	0.00154
Polaribacter sp. MED152	313598	S	6622	1187	7809	0.00142
Polaribacter sp. SA4-10	754397	S	6510	935	7445	0.00136
Polaribacter sp. ALD11	2058137	S	6409	2120	8529	0.00156
Polaribacter sp. Hel1_33_78	1336804	S	5756	1155	6911	0.00126
Polaribacter vadi	1774273	S	5673	895	6568	0.00120
Polaribacter sp. KT 15	1896175	S	3939	8340	12279	0.00224
Polaribacter sp. BM10	1529069	S	3486	6941	10427	0.00190
Winogradskyella sp. J14-2	1936080	S	19033	3048	22081	0.00403
Winogradskyella sp. RHA_55	1249933	S	9246	4745	13991	0.00255
Winogradskyella sp. PG-2	754409	S	8672	1646	10318	0.00188
Winogradskyella sp. PC-19	754417	S	7568	4341	11909	0.00217
Lacinutrix sp. 5H-3-7-4	983544	S	13259	8222	21481	0.00392
Lacinutrix venerupis	1486034	S	7802	2829	10631	0.00194
Lacinutrix sp. Bg11-31	2057808	S	7654	1624	9278	0.00169
Formosa sp. Hel1_31_208	1798225	S	16818	2688	19506	0.00356
Formosa agariphila	320324	S	7137	1502	8639	0.00158
Formosa sp. Hel1_33_131	1336794	S	2472	380	2852	0.00052
Formosa sp. Hel3_A1_48	1336795	S	1563	799	2362	0.00043
Flavobacterium columnare	996	S	3625	1086	4711	0.00086
Flavobacterium indicum	312277	S	3513	490	4003	0.00073
Flavobacterium johnsoniae	986	S	1774	1965	3739	0.00068
Flavobacterium commune	1306519	S	1574	218	1792	0.00033
Flavobacterium arcticum	1784713	S	1467	139	1606	0.00029
Flavobacterium sp. MEBiC07310	2201181	S	1441	149	1590	0.00029
Flavobacterium faecale	1355330	S	1426	147	1573	0.00029
Flavobacterium psychrophilum	96345	S	1415	795	2210	0.00040
Flavobacterium branchiophilum	55197	S	1328	118	1446	0.00026
Flavobacterium gilvum	1492737	S	1270	150	1420	0.00026
Flavobacterium sp. HYN0086	2249356	S	1208	270	1478	0.00027
Flavobacterium sp. HYN0056	2183896	S	1122	239	1361	0.00025
Flavobacterium crassostreae	1763534	S	847	173	1020	0.00019
Flavobacterium sp. AJ004	1981981	S	837	126	963	0.00018
Flavobacterium sp. CJ74	2294119	S	428	30	458	0.00008
Flavobacterium anhuiense	459526	S	315	1454	1769	0.00032
Flavobacterium sp. HYN0049	2172098	S	278	23	301	0.00005
Flavobacterium sp. HYN0059	2175091	S	258	19	277	0.00005
Flavobacterium sp. HYN0048	2162713	S	224	20	244	0.00004
Cellulophaga lytica	979	S	8865	3468	12333	0.00225
Cellulophaga baltica	76594	S	3553	289	3842	0.00070
Cellulophaga algicola	59600	S	3068	626	3694	0.00067
Olleya aquimaris	639310	S	8615	6171	14786	0.00270
Olleya sp. Bg11-27	2058135	S	5162	1168	6330	0.00115
Flavobacteriaceae bacterium	1871037	S	6567	969	7536	0.00137
Flavobacteriaceae bacterium MAR_2010_188	1250295	S	3451	154	3605	0.00066
Flavobacteriaceae bacterium UJ101	1150389	S	1898	163	2061	0.00038
Flavobacteriaceae bacterium 3519-10	531844	S	380	27	407	0.00007
Seonamhaeicola sp. S2-3	1936081	S	11978	3030	15008	0.00274
Arenibacter algicola	616991	S	9630	1190	10820	0.00197
Nonlabens spongiae	331648	S	2299	809	3108	0.00057
Nonlabens dokdonensis	328515	S	1884	320	2204	0.00040
Nonlabens marinus	930802	S	961	160	1121	0.00020
Nonlabens sp. MB-3u-79	2058134	S	951	211	1162	0.00021
Nonlabens sp. MIC269	1476901	S	647	790	1437	0.00026
Nonlabens sediminis	319236	S	580	725	1305	0.00024
Nonlabens sp. Hel1_33_55	1336802	S	526	62	588	0.00011
Aquimarina sp. AD10	1714849	S	3367	265	3632	0.00066
Aquimarina sp. AD1	1714848	S	2873	455	3328	0.00061
Aquimarina sp. BL5	1714860	S	2449	343	2792	0.00051
Lutibacter sp. LPB0138	1850246	S	6179	3626	9805	0.00179
Lutibacter profundi	1622118	S	2303	237	2540	0.00046
Siansivirga zeaxanthinifaciens	762954	S	8133	2126	10259	0.00187
Tamlana sp. UJ94	2069432	S	7739	1670	9409	0.00172
Algibacter alginicilyticus	1736674	S	6952	2453	9405	0.00172
Dokdonia donghaensis	326320	S	1790	1297	3087	0.00056
Dokdonia sp. PRO95	1239415	S	1209	299	1508	0.00028
Dokdonia sp. 4H-3-7-5	983548	S	902	488	1390	0.00025
Dokdonia sp. Dokd-P16	2173169	S	760	294	1054	0.00019
Dokdonia sp. MED134	313590	S	313	246	559	0.00010
Capnocytophaga canimorsus	28188	S	1178	427	1605	0.00029
Capnocytophaga stomatis	1848904	S	652	209	861	0.00016
Capnocytophaga sputigena	1019	S	626	267	893	0.00016
Capnocytophaga cynodegmi	28189	S	502	276	778	0.00014
Capnocytophaga leadbetteri	327575	S	435	87	522	0.00010
Capnocytophaga sp. oral taxon 878	1316596	S	396	157	553	0.00010
Capnocytophaga gingivalis	1017	S	180	27	207	0.00004
Capnocytophaga sp. ChDC OS43	209053	S	121	80	201	0.00004
Capnocytophaga sp. oral taxon 864	1316593	S	87	183	270	0.00005
Capnocytophaga ochracea	1018	S	80	164	244	0.00004
Capnocytophaga sp. oral taxon 323	1705617	S	73	169	242	0.00004
Capnocytophaga sp. H2931	1945657	S	59	368	427	0.00008
Capnocytophaga haemolytica	45243	S	43	3	46	0.00001
Capnocytophaga sp. H4358	1945658	S	41	253	294	0.00005
Mariniflexile sp. TRM1-10	2027857	S	6131	535	6666	0.00122
Gramella forsetii	411153	S	1441	498	1939	0.00035
Gramella sp. MAR_2010_147	1250205	S	1275	269	1544	0.00028
Gramella salexigens	1913577	S	1108	152	1260	0.00023
Gramella sp. SH35	2126553	S	695	74	769	0.00014
Gramella sp. MAR_2010_102	1250231	S	686	128	814	0.00015
Gramella flava	1486245	S	405	209	614	0.00011
Flavivirga eckloniae	1803846	S	5721	562	6283	0.00115
Muricauda ruestringensis	111501	S	3281	187	3468	0.00063
Muricauda lutaonensis	516051	S	2196	98	2294	0.00042
Chryseobacterium indologenes	253	S	1244	460	1704	0.00031
Chryseobacterium taklimakanense	536441	S	796	921	1717	0.00031
Chryseobacterium sp. T16E-39	2015076	S	665	90	755	0.00014
Chryseobacterium glaciei	1685010	S	423	54	477	0.00009
Chryseobacterium piperi	558152	S	415	68	483	0.00009
Chryseobacterium gallinarum	1324352	S	332	207	539	0.00010
Chryseobacterium camelliae	1265445	S	316	181	497	0.00009
Chryseobacterium sp. IHB B 17019	1721091	S	289	45	334	0.00006
Chryseobacterium sp. StRB126	878220	S	237	45	282	0.00005
Croceibacter atlanticus	313588	S	3682	801	4483	0.00082
Wenyingzhuangia fucanilytica	1790137	S	3680	850	4530	0.00083
Myroides odoratus	256	S	1683	104	1787	0.00033
Myroides profundi	480520	S	350	214	564	0.00010
Myroides sp. A21	1583100	S	107	594	701	0.00013
Myroides odoratimimus	76832	S	82	689	771	0.00014
Myroides sp. ZB35	1458492	S	13	84	97	0.00002
Kordia sp. SMS9	2282170	S	3520	168	3688	0.00067
Riemerella anatipestifer	34085	S	3319	1293	4612	0.00084
Zunongwangia profunda	398743	S	3122	4664	7786	0.00142
Salegentibacter salegens	143223	S	1398	252	1650	0.00030
Salegentibacter sp. T436	1729720	S	1386	2139	3525	0.00064
Aequorivita sublithincola	101385	S	1895	118	2013	0.00037
Psychroflexus torquis	57029	S	1729	63	1792	0.00033
Flagellimonas sp. HME9304	1383885	S	1583	73	1656	0.00030
Gillisia sp. Hel1_33_143	1336796	S	1517	760	2277	0.00042
Zobellia galactanivorans	63186	S	1376	76	1452	0.00026
Elizabethkingia meningoseptica	238	S	404	73	477	0.00009
Elizabethkingia anophelis	1117645	S	310	138	448	0.00008
Elizabethkingia ursingii	1756150	S	183	132	315	0.00006
Elizabethkingia miricola	172045	S	27	105	132	0.00002
Elizabethkingia bruuniana	1756149	S	16	116	132	0.00002
Aureitalea sp. RR4-38	2094025	S	1242	67	1309	0.00024
Gilvibacter sp. SZ-19	754429	S	1098	188	1286	0.00023
Sediminicola sp. YIK13	1453352	S	982	105	1087	0.00020
Robiginitalea biformata	252307	S	353	10	363	0.00007
Weeksella virosa	1014	S	322	36	358	0.00007
Ornithobacterium rhinotracheale	28251	S	154	39	193	0.00004
Owenweeksia hongkongensis	253245	S	7407	138	7545	0.00138
Blattabacterium sp. (Mastotermes darwiniensis)	39768	S	136	12	148	0.00003
Blattabacterium sp. (Blatta orientalis)	367806	S	122	144	266	0.00005
Blattabacterium sp. (Blattella germanica)	624186	S	102	12	114	0.00002
Blattabacterium sp. (Nauphoeta cinerea)	1316444	S	78	12	90	0.00002
Blattabacterium punctulatus	164514	S	27	26	53	0.00001
Blattabacterium sp. (Cryptocercus kyebangensis)	298656	S	11	4	15	0.00000
Blattabacterium cuenoti	1653831	S	10	5	15	0.00000
Fluviicola taffensis	191579	S	506	10	516	0.00009
Candidatus Sulcia muelleri	336810	S	110	75	185	0.00003
Candidatus Walczuchella monophlebidarum	1415657	S	41	0	41	0.00001
Ichthyobacterium seriolicida	242600	S	55	0	55	0.00001
Arcticibacterium luteifluviistationis	1784714	S	2218	561	2779	0.00051
Spirosoma montaniterrae	1178516	S	214	18	232	0.00004
Spirosoma radiotolerans	1379870	S	160	17	177	0.00003
Spirosoma rigui	564064	S	146	15	161	0.00003
Spirosoma pollinicola	2057025	S	124	15	139	0.00003
Spirosoma aerolatum	1211326	S	92	5	97	0.00002
Leadbetterella byssophila	316068	S	698	77	775	0.00014
Runella slithyformis	106	S	331	30	361	0.00007
Runella sp. HYN0085	2259595	S	155	15	170	0.00003
Fibrella aestuarina	651143	S	234	56	290	0.00005
Fibrella sp. ES10-3-2-2	1834519	S	148	47	195	0.00004
Cytophaga hutchinsonii	985	S	316	16	332	0.00006
Dyadobacter fermentans	94254	S	315	20	335	0.00006
Pseudarcicella sp. HME7025	2183547	S	133	44	177	0.00003
Cyclobacterium marinum	104	S	862	248	1110	0.00020
Cyclobacterium amurskyense	320787	S	256	51	307	0.00006
Belliella baltica	232259	S	640	171	811	0.00015
Algoriphagus sp. M8-2	1727163	S	401	22	423	0.00008
Algoriphagus machipongonensis	388413	S	169	6	175	0.00003
Echinicola strongylocentroti	1795355	S	263	26	289	0.00005
Echinicola vietnamensis	390884	S	246	112	358	0.00007
Aquiflexum balticum	280473	S	328	31	359	0.00007
Hymenobacter sedentarius	1411621	S	290	26	316	0.00006
Hymenobacter sp. APR13	1356852	S	254	65	319	0.00006
Hymenobacter nivis	1850093	S	244	102	346	0.00006
Hymenobacter sp. PAMC 26628	1484118	S	202	73	275	0.00005
Hymenobacter sp. sh-6	2319843	S	159	11	170	0.00003
Hymenobacter sp. PAMC 26554	1484116	S	157	11	168	0.00003
Hymenobacter sp. DG25B	1385664	S	131	118	249	0.00005
Hymenobacter swuensis	1446467	S	94	20	114	0.00002
Hymenobacter sp. DG25A	1385663	S	56	59	115	0.00002
Pontibacter actiniarum	323450	S	274	75	349	0.00006
Pontibacter akesuensis	388950	S	255	58	313	0.00006
Pontibacter korlensis	400092	S	145	30	175	0.00003
Rufibacter sp. DG31D	1379910	S	304	19	323	0.00006
Rufibacter sp. DG15C	1379909	S	177	24	201	0.00004
Rufibacter tibetensis	512763	S	116	15	131	0.00002
Marivirga tractuosa	1006	S	773	274	1047	0.00019
Flammeovirga sp. MY04	1191459	S	315	18	333	0.00006
Flammeovirgaceae bacterium 311	1257021	S	253	16	269	0.00005
Cytophagales bacterium TFI 002	1945892	S	1137	230	1367	0.00025
Chryseolinea sp. KIS68-18	2321403	S	172	2	174	0.00003
Bernardetia litoralis	999	S	598	22	620	0.00011
Persicobacter sp. JZB09	1085624	S	319	11	330	0.00006
Cardinium endosymbiont of Encarsia pergandiella	249402	S	49	17	66	0.00001
Candidatus Cardinium hertigii	247481	S	24	4	28	0.00001
Cardinium endosymbiont of Sogatella furcifera	650378	S	10	5	15	0.00000
Candidatus Amoebophilus asiaticus	281120	S	87	20	107	0.00002
Bacteroides coprosuis	151276	S	354	21	375	0.00007
Bacteroides helcogenes	290053	S	147	6	153	0.00003
Bacteroides ovatus	28116	S	94	17	111	0.00002
Bacteroides fragilis	817	S	70	19	89	0.00002
Bacteroides cellulosilyticus	246787	S	65	18	83	0.00002
Bacteroides thetaiotaomicron	818	S	57	15	72	0.00001
Bacteroides caecimuris	1796613	S	44	27	71	0.00001
Bacteroides salanitronis	376805	S	35	11	46	0.00001
Bacteroides dorei	357276	S	32	28	60	0.00001
Bacteroides vulgatus	821	S	26	19	45	0.00001
Bacteroides caccae	47678	S	21	1	22	0.00000
Bacteroides heparinolyticus	28113	S	17	18	35	0.00001
Bacteroides zoogleoformans	28119	S	13	14	27	0.00000
Alistipes shahii	328814	S	192	330	522	0.00010
Alistipes finegoldii	214856	S	138	187	325	0.00006
Mucinivorans hirudinis	1433126	S	55	17	72	0.00001
Prevotella jejuni	1177574	S	136	79	215	0.00004
Prevotella denticola	28129	S	111	43	154	0.00003
Prevotella intermedia	28131	S	62	42	104	0.00002
Prevotella dentalis	52227	S	47	21	68	0.00001
Prevotella enoeca	76123	S	41	27	68	0.00001
Prevotella scopos	589437	S	24	29	53	0.00001
Prevotella melaninogenica	28132	S	19	14	33	0.00001
Prevotella ruminicola	839	S	17	0	17	0.00000
Prevotella fusca	589436	S	15	6	21	0.00000
Prevotella sp. oral taxon 299	652716	S	10	2	12	0.00000
Porphyromonas asaccharolytica	28123	S	175	8	183	0.00003
Porphyromonas gingivalis	837	S	25	13	38	0.00001
Porphyromonas crevioricanis	393921	S	14	3	17	0.00000
Fermentimonas caenicola	1562970	S	85	13	98	0.00002
Petrimonas mucosa	1642646	S	28	7	35	0.00001
Tannerella sp. oral taxon HOT-286	712710	S	119	5	124	0.00002
Tannerella forsythia	28112	S	36	-36	0	0.00000
Proteiniphilum saccharofermentans	1642647	S	130	28	158	0.00003
Paludibacter propionicigenes	185300	S	94	0	94	0.00002
Muribaculum intestinale	1796646	S	87	6	93	0.00002
Bacteroidales bacterium CF	1400053	S	50	11	61	0.00001
Candidatus Azobacteroides pseudotrichonymphae	511435	S	35	0	35	0.00001
Barnesiella viscericola	397865	S	55	41	96	0.00002
Odoribacter splanchnicus	28118	S	47	137	184	0.00003
Draconibacterium orientale	1168034	S	541	48	589	0.00011
Marinifilaceae bacterium SPP2	1717717	S	275	7	282	0.00005
Salinivirga cyanobacteriivorans	1307839	S	267	1	268	0.00005
Alkalitalea saponilacus	889453	S	127	4	131	0.00002
Sphingobacterium sp. 21	743722	S	242	16	258	0.00005
Sphingobacterium mizutaii	1010	S	240	22	262	0.00005
Sphingobacterium sp. ML3W	1538644	S	168	20	188	0.00003
Sphingobacterium sp. B29	1933220	S	94	169	263	0.00005
Sphingobacterium sp. G1-14	2003121	S	19	39	58	0.00001
Pedobacter ginsengisoli	363852	S	267	17	284	0.00005
Pedobacter cryoconitis	188932	S	169	12	181	0.00003
Pedobacter sp. PACM 27299	1727164	S	136	13	149	0.00003
Pedobacter steynii	430522	S	135	7	142	0.00003
Pedobacter heparinus	984	S	121	5	126	0.00002
Mucilaginibacter sp. BJC16-A31	1234841	S	168	9	177	0.00003
Mucilaginibacter sp. PAMC 26640	1300914	S	132	7	139	0.00003
Mucilaginibacter mallensis	652787	S	114	6	120	0.00002
Mucilaginibacter gotjawali	1550579	S	97	3	100	0.00002
Mucilaginibacter paludis	423351	S	94	2	96	0.00002
Pseudopedobacter saltans	151895	S	234	130	364	0.00007
Solitalea canadensis	995	S	228	6	234	0.00004
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	1986952	S	151	7	158	0.00003
Rhodothermaceae bacterium	2026787	S	280	595	875	0.00016
Rhodothermaceae bacterium RA	1779382	S	117	254	371	0.00007
Rhodothermus marinus	29549	S	579	62	641	0.00012
Salinibacter ruber	146919	S	383	14	397	0.00007
Chitinophaga sp. MD30	2033437	S	336	28	364	0.00007
Chitinophaga pinensis	79329	S	275	36	311	0.00006
Chitinophaga caeni	2029983	S	121	13	134	0.00002
Niabella soli	446683	S	171	45	216	0.00004
Niabella ginsenosidivorans	1176587	S	156	32	188	0.00003
Pseudoflavitalea sp. 5GH32-13	2315862	S	278	28	306	0.00006
Flavisolibacter tropicus	1492898	S	209	43	252	0.00005
Arachidicoccus sp. BS20	1850526	S	70	34	104	0.00002
Arachidicoccus sp. KIS59-12	2341117	S	70	21	91	0.00002
Filimonas lacunae	477680	S	158	35	193	0.00004
Niastella koreensis	354356	S	102	17	119	0.00002
Haliscomenobacter hydrossis	2350	S	1574	9	1583	0.00029
Saprospira grandis	1008	S	457	8	465	0.00008
Bacteroidetes bacterium Omega	1457365	S	253	2	255	0.00005
Chlorobaculum parvum	274539	S	156	59	215	0.00004
Chlorobaculum limnaeum	274537	S	148	58	206	0.00004
Chlorobaculum tepidum	1097	S	69	49	118	0.00002
Prosthecochloris sp. GSB1	281093	S	198	30	228	0.00004
Prosthecochloris sp. CIB 2401	1868325	S	87	40	127	0.00002
