name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Myxococcus macrosporus	35	S	77	433	510	0.00014
Corallococcus coralloides	184914	S	301	87	388	0.00011
Anaeromyxobacter sp. Fw109-5	404589	S	288	44	332	0.00009
Anaeromyxobacter dehalogenans	161493	S	232	117	349	0.00010
Anaeromyxobacter sp. K	447217	S	197	438	635	0.00018
Archangium gephyra	48	S	361	89	450	0.00013
Stigmatella aurantiaca	41	S	238	58	296	0.00008
Cystobacter fuscus	43	S	225	103	328	0.00009
Melittangium boletus	83453	S	93	44	137	0.00004
Vulgatibacter incomptus	1391653	S	420	51	471	0.00013
Sorangium cellulosum	56	S	1371	210	1581	0.00044
Chondromyces crocatus	52	S	386	21	407	0.00011
Sandaracinus amylolyticus	927083	S	774	89	863	0.00024
Haliangium ochraceum	80816	S	817	69	886	0.00025
Desulfovibrio sp. FW1012B	644968	S	434	20	454	0.00013
Desulfovibrio vulgaris	881	S	404	17	421	0.00012
Desulfovibrio fairfieldensis	44742	S	163	14	177	0.00005
Desulfovibrio alaskensis	58180	S	116	177	293	0.00008
Desulfovibrio africanus	873	S	112	3	115	0.00003
Desulfovibrio piger	901	S	107	11	118	0.00003
Desulfovibrio hydrothermalis	191026	S	93	3	96	0.00003
Desulfovibrio desulfuricans	876	S	92	30	122	0.00003
Desulfovibrio gigas	879	S	82	1	83	0.00002
Desulfovibrio magneticus	184917	S	79	3	82	0.00002
Desulfovibrio sp. G11	631220	S	51	278	329	0.00009
Candidatus Desulfovibrio trichonymphae	1725232	S	41	2	43	0.00001
Desulfovibrio salexigens	880	S	30	1	31	0.00001
Pseudodesulfovibrio profundus	57320	S	167	152	319	0.00009
Pseudodesulfovibrio aespoeensis	182210	S	139	83	222	0.00006
Pseudodesulfovibrio indicus	1716143	S	119	20	139	0.00004
Pseudodesulfovibrio piezophilus	879567	S	60	3	63	0.00002
Desulfomicrobium baculatum	899	S	296	10	306	0.00009
Desulfomicrobium orale	132132	S	247	30	277	0.00008
Desulfohalobium retbaense	45663	S	89	4	93	0.00003
Geobacter uraniireducens	351604	S	549	24	573	0.00016
Geobacter sulfurreducens	35554	S	478	420	898	0.00025
Geobacter sp. M18	443143	S	159	85	244	0.00007
Geobacter pickeringii	345632	S	144	11	155	0.00004
Geobacter lovleyi	313985	S	139	7	146	0.00004
Geobacter anodireducens	1340425	S	133	81	214	0.00006
Geobacter daltonii	1203471	S	121	6	127	0.00004
Geobacter metallireducens	28232	S	92	5	97	0.00003
Geobacter sp. DSM 9736	1277350	S	83	3	86	0.00002
Geobacter sp. M21	443144	S	52	11	63	0.00002
Geobacter bemidjiensis	225194	S	33	7	40	0.00001
Geoalkalibacter subterraneus	483547	S	245	205	450	0.00013
Desulfuromonas soudanensis	1603606	S	224	31	255	0.00007
Desulfuromonas sp. DDH964	1823759	S	198	40	238	0.00007
Pelobacter acetylenicus	29542	S	154	36	190	0.00005
Pelobacter carbinolicus	19	S	89	6	95	0.00003
Pelobacter propionicus	29543	S	76	58	134	0.00004
Pelobacter sp. SFB93	1842532	S	52	8	60	0.00002
Desulfobacterium autotrophicum	2296	S	300	13	313	0.00009
Desulfococcus oleovorans	181663	S	130	0	130	0.00004
Desulfococcus multivorans	897	S	113	23	136	0.00004
Desulfobacula toluolica	28223	S	105	6	111	0.00003
Desulfobacter postgatei	2293	S	103	6	109	0.00003
Desulfatibacillum alkenivorans	259354	S	94	1	95	0.00003
Desulfobulbus sp. ORNL	1986146	S	243	33	276	0.00008
Desulfurivibrio alkaliphilus	427923	S	231	7	238	0.00007
Desulfotalea psychrophila	84980	S	150	9	159	0.00004
Desulfocapsa sulfexigens	65555	S	19	0	19	0.00001
Desulfomonile tiedjei	2358	S	122	3	125	0.00003
Syntrophus aciditrophicus	316277	S	53	5	58	0.00002
Desulfobacca acetoxidans	60893	S	19	0	19	0.00001
Syntrophobacter fumaroxidans	119484	S	157	71	228	0.00006
Bradymonas sediminis	1548548	S	280	12	292	0.00008
Desulfarculus baarsii	453230	S	267	174	441	0.00012
Hippea maritima	84405	S	31	2	33	0.00001
Candidatus Desulfofervidus auxilii	1621989	S	31	1	32	0.00001
Candidatus Babela massiliensis	673862	S	10	0	10	0.00000
Arcobacter sp. L	944547	S	54	71	125	0.00003
Arcobacter sp. LPB0137	1850254	S	48	12	60	0.00002
Aliiarcobacter butzleri	28197	S	24	31	55	0.00002
Haloarcobacter bivalviorum	663364	S	43	12	55	0.00002
Malacobacter halophilus	197482	S	10	7	17	0.00000
Arcobacter nitrofigilis	28199	S	15	2	17	0.00000
Campylobacter lari	201	S	41	42	83	0.00002
Campylobacter avium	522485	S	29	2	31	0.00001
Campylobacter lanienae	75658	S	26	42	68	0.00002
Campylobacter sputorum	206	S	14	4	18	0.00001
Sulfurospirillum sp. UCH001	1581011	S	32	5	37	0.00001
Sulfurospirillum deleyianum	65553	S	23	3	26	0.00001
Sulfurospirillum multivorans	66821	S	16	24	40	0.00001
Helicobacter sp. MIT 01-6242	222136	S	67	15	82	0.00002
Helicobacter pylori	210	S	44	38	82	0.00002
Helicobacter hepaticus	32025	S	22	69	91	0.00003
Helicobacter cinaedi	213	S	15	6	21	0.00001
Helicobacter himalayensis	1591088	S	12	2	14	0.00000
Wolinella succinogenes	844	S	32	2	34	0.00001
Sulfuricurvum kujiense	148813	S	27	1	28	0.00001
Sulfurimonas gotlandica	1176482	S	16	2	18	0.00001
Nitratifractor salsuginis	269261	S	110	6	116	0.00003
Nautilia profundicola	244787	S	11	0	11	0.00000
Acidithiobacillus ferrooxidans	920	S	288	2	290	0.00008
Acidithiobacillus ferrivorans	160808	S	238	16	254	0.00007
Acidithiobacillus caldus	33059	S	120	19	139	0.00004
Mariprofundus aestuarium	1921086	S	158	10	168	0.00005
Mariprofundus ferrinatatus	1921087	S	84	4	88	0.00002
Bdellovibrio bacteriovorus	959	S	123	7	130	0.00004
Halobacteriovorax marinus	97084	S	30	0	30	0.00001
Bacteriovorax stolpii	960	S	21	2	23	0.00001
Hydrogenophilus thermoluteolus	297	S	136	63	199	0.00006
Pontimonas salivibrio	1159327	S	7965	1048	9013	0.00251
Microbacterium foliorum	104336	S	684	447	1131	0.00032
Microbacterium sp. No. 7	1714373	S	452	633	1085	0.00030
Microbacterium paludicola	300019	S	425	207	632	0.00018
Microbacterium testaceum	2033	S	422	172	594	0.00017
Microbacterium sp. BH-3-3-3	1906742	S	389	234	623	0.00017
Microbacterium pygmaeum	370764	S	359	96	455	0.00013
Microbacterium chocolatum	84292	S	305	214	519	0.00014
Microbacterium sp. LKL04	912630	S	282	171	453	0.00013
Microbacterium aurum	36805	S	274	212	486	0.00014
Microbacterium sp. TPU 3598	1938334	S	249	135	384	0.00011
Microbacterium sp. PM5	2014534	S	206	87	293	0.00008
Microbacterium hominis	162426	S	202	183	385	0.00011
Microbacterium sp. XT11	367477	S	157	88	245	0.00007
Microbacterium sp. CGR1	1696072	S	45	465	510	0.00014
Microbacterium sp. PAMC 28756	1795053	S	41	286	327	0.00009
Microbacterium sp. 1.5R	1916917	S	39	384	423	0.00012
Microbacterium paraoxydans	199592	S	21	543	564	0.00016
Microbacterium sp. str. 'China'	2103230	S	12	306	318	0.00009
Leifsonia xyli	1575	S	1399	733	2132	0.00059
Leifsonia sp. 21MFCrub1.1	1798223	S	574	818	1392	0.00039
Aurantimicrobium sp. MWH-Mo1	1987356	S	843	214	1057	0.00029
Aurantimicrobium minutum	708131	S	539	519	1058	0.00029
Aurantimicrobium sp. MWH-Uga1	2079575	S	369	349	718	0.00020
Rhodoluna lacicola	529884	S	898	227	1125	0.00031
Candidatus Rhodoluna planktonica	535712	S	296	59	355	0.00010
Candidatus Aquiluna sp. UB-MaderosW2red	1855377	S	580	74	654	0.00018
Microcella alkaliphila	279828	S	1729	634	2363	0.00066
Salinibacterium sp. CGMCC 1.16371	2079791	S	1125	315	1440	0.00040
Rathayibacter toxicus	145458	S	533	142	675	0.00019
Rathayibacter tritici	33888	S	407	156	563	0.00016
Cryobacterium sp. LW097	1978566	S	289	10944	11233	0.00313
Cryobacterium arcticum	670052	S	214	287	501	0.00014
Cryobacterium sp. GCJ02	2220095	S	106	133	239	0.00007
Agromyces sp. 30A	2080742	S	309	203	512	0.00014
Agromyces flavus	589382	S	297	194	491	0.00014
Agromyces aureus	453304	S	239	159	398	0.00011
Clavibacter michiganensis	28447	S	820	313	1133	0.00032
Curtobacterium pusillum	69373	S	196	164	360	0.00010
Curtobacterium sp. MR_MD2014	1561023	S	171	159	330	0.00009
Curtobacterium sp. BH-2-1-1	1905847	S	163	168	331	0.00009
Agrococcus jejuensis	399736	S	374	190	564	0.00016
Agrococcus carbonis	684552	S	335	345	680	0.00019
Microterricola viridarii	412690	S	689	392	1081	0.00030
Mycetocola sp. CGMCC 1.16372	2079792	S	681	183	864	0.00024
Plantibacter flavus	150123	S	462	180	642	0.00018
Frondihabitans sp. PAMC 28766	1795630	S	221	73	294	0.00008
Frondihabitans sp. 762G35	1446794	S	152	75	227	0.00006
Humibacter sp. BT305	2282656	S	92	2379	2471	0.00069
Cnuibacter physcomitrellae	1619308	S	77	1712	1789	0.00050
Arthrobacter alpinus	656366	S	507	163	670	0.00019
Arthrobacter crystallopoietes	37928	S	303	122	425	0.00012
Arthrobacter sp. PAMC 25486	1494608	S	268	74	342	0.00010
Arthrobacter sp. FB24	290399	S	223	99	322	0.00009
Arthrobacter sp. U41	1849032	S	214	76	290	0.00008
Arthrobacter sp. PGP41	2079227	S	189	73	262	0.00007
Arthrobacter sp. ERGS1:01	1704044	S	170	53	223	0.00006
Arthrobacter sp. YC-RL1	1652545	S	159	63	222	0.00006
Arthrobacter sp. QXT-31	1357915	S	142	50	192	0.00005
Arthrobacter sp. YN	2020486	S	100	37	137	0.00004
Arthrobacter sp. DCT5	2211210	S	75	21	96	0.00003
Arthrobacter sp. ZXY-2	1806905	S	48	279	327	0.00009
Arthrobacter sp. Rue61a	1118963	S	25	336	361	0.00010
Arthrobacter sp. ATCC 21022	1771959	S	20	124	144	0.00004
Kocuria palustris	71999	S	254	280	534	0.00015
Kocuria turfanensis	388357	S	188	229	417	0.00012
Kocuria flava	446860	S	116	203	319	0.00009
Glutamicibacter arilaitensis	256701	S	697	320	1017	0.00028
Micrococcus luteus	1270	S	513	708	1221	0.00034
Pseudarthrobacter phenanthrenivorans	361575	S	127	123	250	0.00007
Pseudarthrobacter sulfonivorans	121292	S	125	43	168	0.00005
Pseudarthrobacter equi	728066	S	115	55	170	0.00005
Pseudarthrobacter chlorophenolicus	85085	S	78	41	119	0.00003
Rothia mucilaginosa	43675	S	213	90	303	0.00008
Rothia dentocariosa	2047	S	187	107	294	0.00008
Auritidibacter sp. NML130574	2170745	S	316	77	393	0.00011
Neomicrococcus aestuarii	556325	S	275	331	606	0.00017
Sinomonas atrocyanea	37927	S	156	61	217	0.00006
Renibacterium salmoninarum	1646	S	142	20	162	0.00005
Psychromicrobium lacuslunae	1618207	S	125	15	140	0.00004
Zhihengliuella sp. ISTPL4	2058657	S	65	583	648	0.00018
Paenarthrobacter aurescens	43663	S	12	169	181	0.00005
Ornithinimicrobium sp. AMA3305	2283195	S	566	270	836	0.00023
Serinicoccus sp. JLT9	1758689	S	478	270	748	0.00021
Intrasporangium calvum	53358	S	368	158	526	0.00015
Arsenicicoccus sp. oral taxon 190	1658671	S	283	299	582	0.00016
Janibacter indicus	857417	S	269	252	521	0.00015
Phycicoccus dokdonensis	443156	S	266	143	409	0.00011
Brachybacterium saurashtrense	556288	S	243	197	440	0.00012
Brachybacterium faecium	43669	S	127	119	246	0.00007
Brachybacterium ginsengisoli	1331682	S	104	86	190	0.00005
Brachybacterium sp. P6-10-X1	1903186	S	92	44	136	0.00004
Brachybacterium sp. VR2415	2017485	S	86	99	185	0.00005
Brachybacterium sp. VM2412	2017484	S	66	76	142	0.00004
Dermabacter vaginalis	1630135	S	270	1049	1319	0.00037
Devriesea agamarum	472569	S	238	36	274	0.00008
Cellulosimicrobium cellulans	1710	S	134	211	345	0.00010
Cellulosimicrobium sp. TH-20	1980001	S	77	154	231	0.00006
Isoptericola variabilis	139208	S	250	370	620	0.00017
Isoptericola dokdonensis	372663	S	99	113	212	0.00006
Xylanimonas cellulosilytica	186189	S	91	77	168	0.00005
Cellulomonas flavigena	1711	S	235	175	410	0.00011
Cellulomonas sp. PSBB021	2003551	S	176	304	480	0.00013
Cellulomonas fimi	1708	S	170	138	308	0.00009
Cellulomonas gilvus	11	S	82	104	186	0.00005
Paraoerskovia marina	545619	S	117	79	196	0.00005
Luteipulveratus mongoliensis	571913	S	344	103	447	0.00012
Kytococcus sedentarius	1276	S	216	318	534	0.00015
Dermacoccus nishinomiyaensis	1274	S	176	172	348	0.00010
Brevibacterium linens	1703	S	289	353	642	0.00018
Brevibacterium sandarakinum	629680	S	224	61	285	0.00008
Brevibacterium siliguriense	1136497	S	123	29	152	0.00004
Miniimonas sp. S16	2171623	S	513	656	1169	0.00033
Beutenbergia cavernae	84757	S	153	52	205	0.00006
Dermatophilus congolensis	1863	S	261	44	305	0.00009
Austwickia chelonae	100225	S	151	30	181	0.00005
Tropheryma whipplei	2039	S	283	-283	0	0.00000
Sanguibacter keddieii	60920	S	281	199	480	0.00013
Jonesia denitrificans	43674	S	149	54	203	0.00006
Mycolicibacterium gilvum	1804	S	1038	1061	2099	0.00059
Mycolicibacterium chubuense	1800	S	988	303	1291	0.00036
Mycolicibacterium vanbaalenii	110539	S	890	635	1525	0.00043
Mycolicibacterium vaccae	1810	S	779	273	1052	0.00029
Mycolicibacterium smegmatis	1772	S	669	372	1041	0.00029
Mycolicibacterium phlei	1771	S	608	414	1022	0.00028
Mycolicibacterium rutilum	370526	S	528	306	834	0.00023
Mycolicibacterium rhodesiae	36814	S	468	175	643	0.00018
Mycolicibacterium thermoresistibile	1797	S	441	149	590	0.00016
Mycolicibacterium goodii	134601	S	376	188	564	0.00016
Mycolicibacterium aurum	1791	S	335	132	467	0.00013
Mycolicibacterium litorale	758802	S	297	62	359	0.00010
Mycolicibacterium fortuitum	1766	S	32	405	437	0.00012
Mycobacterium avium	1764	S	326	207	533	0.00015
Mycobacterium colombiense	339268	S	218	39	257	0.00007
Mycobacterium marseillense	701042	S	121	39	160	0.00004
Mycobacterium intracellulare	1767	S	85	341	426	0.00012
Mycobacterium chimaera	222805	S	56	111	167	0.00005
Mycobacterium paraintracellulare	1138383	S	11	62	73	0.00002
Mycobacterium sp. JS623	212767	S	672	77	749	0.00021
Mycobacterium sp. EPa45	1545728	S	439	67	506	0.00014
Mycobacterium simiae	1784	S	220	30	250	0.00007
Mycobacterium shigaense	722731	S	198	25	223	0.00006
Mycobacterium sp. djl-10	1879023	S	378	76	454	0.00013
Mycobacterium dioxanotrophicus	482462	S	362	139	501	0.00014
Mycobacterium sp. YC-RL4	1682113	S	359	241	600	0.00017
Mycobacterium sp. MS1601	1936029	S	336	55	391	0.00011
Mycobacterium kansasii	1768	S	261	36	297	0.00008
Mycobacterium haemophilum	29311	S	229	12	241	0.00007
Mycobacterium canettii	78331	S	90	44	134	0.00004
Mycobacterium tuberculosis	1773	S	31	2062	2093	0.00058
Mycobacterium leprae	1769	S	96	2	98	0.00003
Mycobacterium sp. WY10	1920667	S	82	128	210	0.00006
Mycobacterium sp. JLS	164757	S	81	177	258	0.00007
Mycobacterium marinum	1781	S	70	60	130	0.00004
Mycobacterium sp. PYR15	2051552	S	50	78	128	0.00004
Mycobacterium sp. VKM Ac-1817D	1273687	S	35	427	462	0.00013
Mycobacterium sp. QIA-37	1561223	S	28	336	364	0.00010
Mycobacteroides abscessus	36809	S	537	217	754	0.00021
Mycobacteroides immunogenum	83262	S	128	68	196	0.00005
[Mycobacterium] stephanolepidis	1520670	S	117	97	214	0.00006
Mycobacteroides chelonae	1774	S	113	589	702	0.00020
Mycobacteroides saopaulense	1578165	S	107	35	142	0.00004
Mycolicibacter terrae	1788	S	239	96	335	0.00009
Mycolicibacter sinensis	875328	S	186	54	240	0.00007
Hoyosella subflava	639313	S	80	7	87	0.00002
Rhodococcus opacus	37919	S	491	174	665	0.00019
Rhodococcus ruber	1830	S	257	195	452	0.00013
Rhodococcus sp. S2-17	1990687	S	232	69	301	0.00008
Rhodococcus sp. MTM3W5.2	1805827	S	193	93	286	0.00008
Rhodococcus hoagii	43767	S	182	121	303	0.00008
Rhodococcus sp. WMMA185	679318	S	172	47	219	0.00006
Rhodococcus erythropolis	1833	S	163	681	844	0.00024
Rhodococcus sp. PBTS 1	1653478	S	157	77	234	0.00007
Rhodococcus rhodochrous	1829	S	136	123	259	0.00007
Rhodococcus sp. B7740	1564114	S	128	35	163	0.00005
Rhodococcus coprophilus	38310	S	110	43	153	0.00004
Rhodococcus jostii	132919	S	92	44	136	0.00004
Rhodococcus sp. PBTS 2	1653479	S	47	62	109	0.00003
Rhodococcus pyridinivorans	103816	S	30	403	433	0.00012
Rhodococcus sp. WB1	1033922	S	25	303	328	0.00009
Rhodococcus fascians	1828	S	20	23	43	0.00001
Rhodococcus aetherivorans	191292	S	13	90	103	0.00003
Rhodococcus sp. p52	935199	S	11	102	113	0.00003
Nocardia brasiliensis	37326	S	405	138	543	0.00015
Nocardia nova	37330	S	313	87	400	0.00011
Nocardia seriolae	37332	S	231	84	315	0.00009
Nocardia cyriacigeorgica	135487	S	214	105	319	0.00009
Nocardia soli	134962	S	197	85	282	0.00008
Nocardia terpenica	455432	S	173	58	231	0.00006
Nocardia farcinica	37329	S	150	128	278	0.00008
Corynebacterium uterequi	1072256	S	322	55	377	0.00011
Corynebacterium kroppenstedtii	161879	S	221	43	264	0.00007
Corynebacterium casei	160386	S	180	142	322	0.00009
Corynebacterium terpenotabidum	89154	S	166	62	228	0.00006
Corynebacterium cystitidis	35757	S	161	8	169	0.00005
Corynebacterium provencense	1737425	S	131	32	163	0.00005
Corynebacterium testudinoris	136857	S	126	42	168	0.00005
Corynebacterium aurimucosum	169292	S	125	36	161	0.00004
Corynebacterium resistens	258224	S	124	168	292	0.00008
Corynebacterium marinum	349751	S	117	52	169	0.00005
Corynebacterium frankenforstense	1230998	S	111	50	161	0.00004
Corynebacterium urealyticum	43771	S	105	375	480	0.00013
Corynebacterium jeikeium	38289	S	103	431	534	0.00015
Corynebacterium vitaeruminis	38305	S	97	33	130	0.00004
Corynebacterium imitans	156978	S	95	105	200	0.00006
Corynebacterium epidermidicanis	1050174	S	85	20	105	0.00003
Corynebacterium diphtheriae	1717	S	84	57	141	0.00004
Corynebacterium pseudotuberculosis	1719	S	84	24	108	0.00003
Corynebacterium maris	575200	S	83	11	94	0.00003
Corynebacterium ammoniagenes	1697	S	77	22	99	0.00003
Corynebacterium striatum	43770	S	77	146	223	0.00006
Corynebacterium argentoratense	42817	S	77	28	105	0.00003
Corynebacterium aquilae	203263	S	77	17	94	0.00003
Corynebacterium timonense	441500	S	74	20	94	0.00003
Corynebacterium deserti	1408191	S	65	31	96	0.00003
Corynebacterium crudilactis	1652495	S	64	126	190	0.00005
Corynebacterium halotolerans	225326	S	62	15	77	0.00002
Corynebacterium humireducens	1223514	S	61	19	80	0.00002
Corynebacterium renale	1724	S	61	62	123	0.00003
Corynebacterium atypicum	191610	S	60	31	91	0.00003
Corynebacterium efficiens	152794	S	58	13	71	0.00002
Corynebacterium glyciniphilum	1404244	S	58	14	72	0.00002
Corynebacterium singulare	161899	S	57	72	129	0.00004
Corynebacterium sphenisci	191493	S	56	32	88	0.00002
Corynebacterium stationis	1705	S	55	18	73	0.00002
Corynebacterium phocae	161895	S	55	5	60	0.00002
Corynebacterium falsenii	108486	S	54	90	144	0.00004
Corynebacterium riegelii	156976	S	53	17	70	0.00002
Corynebacterium doosanense	1121358	S	53	38	91	0.00003
Corynebacterium mycetoides	38302	S	52	32	84	0.00002
Corynebacterium genitalium	38288	S	49	10	59	0.00002
Corynebacterium flavescens	28028	S	48	12	60	0.00002
Corynebacterium sp. 2183	2080740	S	46	9	55	0.00002
Corynebacterium variabile	1727	S	46	92	138	0.00004
Corynebacterium lactis	1231000	S	45	11	56	0.00002
Corynebacterium sp. 2184	2079535	S	45	17	62	0.00002
Corynebacterium ureicelerivorans	401472	S	43	18	61	0.00002
Corynebacterium camporealensis	161896	S	42	17	59	0.00002
Corynebacterium minutissimum	38301	S	42	15	57	0.00002
Corynebacterium glaucum	187491	S	36	7	43	0.00001
Corynebacterium ulcerans	65058	S	31	17	48	0.00001
Corynebacterium simulans	146827	S	30	39	69	0.00002
Corynebacterium glutamicum	1718	S	29	488	517	0.00014
Corynebacterium sp. NML98-0116	702967	S	25	13	38	0.00001
Corynebacterium callunae	1721	S	19	14	33	0.00001
Corynebacterium kutscheri	35755	S	14	3	17	0.00000
Gordonia sp. KTR9	337191	S	421	190	611	0.00017
Gordonia polyisoprenivorans	84595	S	201	62	263	0.00007
Gordonia terrae	2055	S	194	113	307	0.00009
Gordonia iterans	1004901	S	194	179	373	0.00010
Gordonia rubripertincta	36822	S	138	146	284	0.00008
Gordonia sp. 1D	1737359	S	135	96	231	0.00006
Gordonia phthalatica	1136941	S	111	84	195	0.00005
Gordonia bronchialis	2054	S	105	59	164	0.00005
Gordonia sp. YC-JH1	2059875	S	100	222	322	0.00009
Dietzia sp. JS16-p6b	2052657	S	149	82	231	0.00006
Dietzia timorensis	499555	S	136	289	425	0.00012
Dietzia lutea	546160	S	67	60	127	0.00004
Dietzia psychralcaliphila	139021	S	63	36	99	0.00003
Dietzia sp. oral taxon 368	712270	S	42	53	95	0.00003
Tsukamurella tyrosinosolvens	57704	S	189	113	302	0.00008
Tsukamurella paurometabola	2061	S	85	34	119	0.00003
Segniliparus rotundus	286802	S	133	11	144	0.00004
Lawsonella clevelandensis	1528099	S	47	15	62	0.00002
Streptomyces scabiei	1930	S	387	135	522	0.00015
Streptomyces chartreusis	1969	S	328	154	482	0.00013
Streptomyces clavuligerus	1901	S	264	127	391	0.00011
Streptomyces albulus	68570	S	245	123	368	0.00010
Streptomyces sp. CB09001	2083284	S	242	228	470	0.00013
Streptomyces xiamenensis	408015	S	239	98	337	0.00009
Streptomyces bingchenggensis	379067	S	230	74	304	0.00008
Streptomyces venezuelae	54571	S	229	111	340	0.00009
Streptomyces lydicus	47763	S	217	199	416	0.00012
Streptomyces globisporus	1908	S	78	80	158	0.00004
Streptomyces anulatus	1892	S	53	38	91	0.00003
Streptomyces bacillaris	68179	S	46	102	148	0.00004
Streptomyces griseus	1911	S	19	14	33	0.00001
Streptomyces cattleya	29303	S	204	106	310	0.00009
Streptomyces formicae	1616117	S	195	69	264	0.00007
Streptomyces pactum	68249	S	193	116	309	0.00009
Streptomyces sp. RTd22	1841249	S	177	64	241	0.00007
Streptomyces qaidamensis	1783515	S	177	82	259	0.00007
Streptomyces niveus	193462	S	173	68	241	0.00007
Streptomyces hygroscopicus	1912	S	171	865	1036	0.00029
Streptomyces sp. TLI_053	1855352	S	169	121	290	0.00008
Streptomyces atratus	1893	S	162	55	217	0.00006
Streptomyces sp. SCSIO 03032	1109743	S	159	63	222	0.00006
Streptomyces sp. ZFG47	2184053	S	151	58	209	0.00006
Streptomyces davaonensis	348043	S	151	59	210	0.00006
Streptomyces nodosus	40318	S	149	50	199	0.00006
Streptomyces rubrolavendulae	285473	S	146	99	245	0.00007
Streptomyces pristinaespiralis	38300	S	144	62	206	0.00006
Streptomyces roseochromogenus	285450	S	130	55	185	0.00005
Streptomyces sp. GSSD-12	2282738	S	129	54	183	0.00005
Streptomyces vietnamensis	362257	S	126	69	195	0.00005
Streptomyces griseochromogenes	68214	S	126	52	178	0.00005
Streptomyces sp. SM18	1736046	S	124	59	183	0.00005
Streptomyces albus	1888	S	122	252	374	0.00010
Streptomyces sp. 3214.6	1882757	S	121	53	174	0.00005
Streptomyces globosus	68209	S	114	76	190	0.00005
Streptomyces puniciscabiei	164348	S	113	54	167	0.00005
Streptomyces lunaelactis	1535768	S	113	41	154	0.00004
Streptomyces avermitilis	33903	S	111	43	154	0.00004
Streptomyces sp. P3	2135430	S	107	40	147	0.00004
Streptomyces dengpaensis	2049881	S	106	39	145	0.00004
Streptomyces alboflavus	67267	S	99	38	137	0.00004
Streptomyces cavourensis	67258	S	97	348	445	0.00012
Streptomyces olivoreticuli	68246	S	97	49	146	0.00004
Streptomyces lincolnensis	1915	S	97	40	137	0.00004
Streptomyces spongiicola	1690221	S	96	51	147	0.00004
Streptomyces peucetius	1950	S	94	41	135	0.00004
Streptomyces violaceusniger	68280	S	93	71	164	0.00005
Streptomyces actuosus	1885	S	93	60	153	0.00004
Streptomyces sp. M56	1495638	S	80	327	407	0.00011
Streptomyces sp. CdTB01	1725411	S	80	37	117	0.00003
Streptomyces sp. 2323.1	1938841	S	78	39	117	0.00003
Streptomyces sp. HNM0039	2174846	S	77	41	118	0.00003
Streptomyces parvulus	146923	S	75	48	123	0.00003
Streptomyces glaucescens	1907	S	75	47	122	0.00003
Streptomyces antibioticus	1890	S	75	44	119	0.00003
Streptomyces katrae	68223	S	72	42	114	0.00003
Streptomyces sp. 3211	1964449	S	69	130	199	0.00006
Streptomyces sp. Go-475	2072505	S	69	42	111	0.00003
Streptomyces sp. SirexAA-E	862751	S	68	36	104	0.00003
Streptomyces sp. NEAU-S7GS2	2202000	S	66	29	95	0.00003
Streptomyces lividans	1916	S	65	2957	3022	0.00084
Streptomyces albireticuli	1940	S	64	36	100	0.00003
Streptomyces sp. Mg1	465541	S	64	34	98	0.00003
Streptomyces reticuli	1926	S	63	39	102	0.00003
Streptomyces griseorubiginosus	67304	S	62	26	88	0.00002
Streptomyces sp. 4F	1751294	S	61	48	109	0.00003
Streptomyces gilvosporeus	553510	S	57	26	83	0.00002
Streptomyces lavendulae	1914	S	57	30	87	0.00002
Streptomyces xinghaiensis	1038928	S	57	30	87	0.00002
Streptomyces sp. 11-1-2	1851167	S	57	194	251	0.00007
Streptomyces pluripotens	1355015	S	56	20	76	0.00002
Streptomyces nigra	1827580	S	54	31	85	0.00002
Streptomyces sp. WAC00288	2094021	S	52	32	84	0.00002
Streptomyces ambofaciens	1889	S	50	37	87	0.00002
Streptomyces sp. Tue 6075	1661694	S	50	55	105	0.00003
Streptomyces sp. ETH9427	2211357	S	45	31	76	0.00002
Streptomyces noursei	1971	S	45	46	91	0.00003
Streptomyces sp. SAT1	1849967	S	45	28	73	0.00002
Streptomyces sp. CNQ-509	444103	S	43	28	71	0.00002
Streptomyces collinus	42684	S	37	20	57	0.00002
Streptomyces sp. S8	1837283	S	37	55	92	0.00003
Streptomyces cyaneogriseus	68192	S	37	50	87	0.00002
Streptomyces sp. CMB-StM0423	2059884	S	37	23	60	0.00002
Streptomyces sp. TN58	234612	S	34	22	56	0.00002
Streptomyces sp. fd1-xmd	1812480	S	32	21	53	0.00001
Streptomyces fulvissimus	68202	S	30	23	53	0.00001
Streptomyces leeuwenhoekii	1437453	S	25	29	54	0.00002
Streptomyces sp. CFMR 7	1649184	S	24	84	108	0.00003
Streptomyces sp. CCM_MD2014	1561022	S	22	19	41	0.00001
Streptomyces violaceoruber	1935	S	21	15	36	0.00001
Streptomyces sp. MOE7	1961713	S	21	42	63	0.00002
Streptomyces koyangensis	188770	S	20	27	47	0.00001
Streptomyces sp. Sge12	1972846	S	19	41	60	0.00002
Streptomyces sp. 769	1262452	S	18	17	35	0.00001
Streptomyces malaysiensis	92644	S	13	57	70	0.00002
Streptomyces sp. PAMC 26508	1265601	S	10	43	53	0.00001
Streptomyces sp. SM17	565560	S	10	147	157	0.00004
Kitasatospora setae	2066	S	157	125	282	0.00008
Kitasatospora sp. MMS16-BH015	2018025	S	146	95	241	0.00007
Kitasatospora aureofaciens	1894	S	109	91	200	0.00006
Kitasatospora albolonga	68173	S	56	100	156	0.00004
