name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Thiomonas arsenitoxydans	426114	S	466	209	675	0.00016
Rubrivivax gelatinosus	28068	S	1782	1045	2827	0.00068
Roseateles depolymerans	76731	S	1518	561	2079	0.00050
Mitsuaria sp. 7	1658665	S	1438	439	1877	0.00045
Rhizobacter gummiphilus	946333	S	1292	448	1740	0.00042
Methylibium petroleiphilum	105560	S	1240	1621	2861	0.00069
Leptothrix cholodnii	34029	S	990	527	1517	0.00037
Aquabacterium olei	1296669	S	851	501	1352	0.00033
Paucibacter sp. KCTC 42545	1768242	S	664	190	854	0.00021
Burkholderiales bacterium JOSHI_001	864051	S	997	224	1221	0.00029
Burkholderiales bacterium GJ-E10	1469502	S	977	120	1097	0.00026
Burkholderiales bacterium YL45	1834205	S	24	2	26	0.00001
[Polyangium] brachysporum	413882	S	664	169	833	0.00020
Sutterella sp. 6FBBBH3	2259134	S	263	50	313	0.00008
Azoarcus sp. KH32C	748247	S	1684	411	2095	0.00050
Azoarcus communis	41977	S	1158	1561	2719	0.00066
Azoarcus sp. CIB	198107	S	1138	340	1478	0.00036
Azoarcus sp. SY39	2067960	S	772	712	1484	0.00036
Azoarcus olearius	418699	S	521	1352	1873	0.00045
Azoarcus sp. BH72	62928	S	248	672	920	0.00022
Thauera humireducens	1134435	S	1298	1521	2819	0.00068
Thauera sp. MZ1T	85643	S	1001	2188	3189	0.00077
Thauera sp. K11	2005884	S	708	1032	1740	0.00042
Thauera aromatica	59405	S	512	1821	2333	0.00056
Thauera chlorobenzoica	96773	S	463	769	1232	0.00030
Thauera hydrothermalis	2184083	S	55	710	765	0.00018
Zoogloeaceae bacteirum Par-f-2	2080469	S	78	1364	1442	0.00035
Azospira oryzae	146939	S	1384	1254	2638	0.00064
Aromatoleum aromaticum	551760	S	1060	365	1425	0.00034
Rhodocyclaceae bacterium	1898103	S	66	747	813	0.00020
Dechloromonas aromatica	259537	S	760	122	882	0.00021
Dechloromonas sp. HYN0024	2231055	S	552	106	658	0.00016
Chromobacterium sp. ATCC 53434	2059672	S	855	523	1378	0.00033
Chromobacterium vaccinii	1108595	S	561	417	978	0.00024
Chromobacterium violaceum	536	S	433	393	826	0.00020
Chromobacterium rhizoryzae	1778675	S	350	117	467	0.00011
Chromobacterium sp. IIBBL 274-1	2202142	S	38	549	587	0.00014
Chromobacterium sp. IIBBL 112-1	2202141	S	18	260	278	0.00007
Laribacter hongkongensis	168471	S	883	1784	2667	0.00064
Pseudogulbenkiania sp. NH8B	748280	S	806	393	1199	0.00029
Aquaspirillum sp. LM1	1938604	S	721	174	895	0.00022
Vogesella sp. LIG4	1192162	S	697	249	946	0.00023
Jeongeupia sp. USM3	1906741	S	677	248	925	0.00022
Aquitalea magnusonii	332411	S	664	207	871	0.00021
Microvirgula aerodenitrificans	57480	S	348	115	463	0.00011
Neisseria elongata	495	S	750	363	1113	0.00027
Neisseria meningitidis	487	S	328	991	1319	0.00032
Neisseria sp. 10023	1853278	S	151	27	178	0.00004
Neisseria sp. KEM232	655307	S	141	23	164	0.00004
Neisseria polysaccharea	489	S	106	173	279	0.00007
Neisseria zoodegmatis	326523	S	79	14	93	0.00002
Neisseria subflava	28449	S	59	23	82	0.00002
Neisseria sp. 10022	1853276	S	47	6	53	0.00001
Neisseria weaveri	28091	S	45	23	68	0.00002
Neisseria gonorrhoeae	485	S	20	22	42	0.00001
Neisseria lactamica	486	S	18	28	46	0.00001
Neisseria sicca	490	S	18	77	95	0.00002
Neisseria cinerea	483	S	10	7	17	0.00000
Crenobacter sp. K1W11S-77	2290923	S	1233	655	1888	0.00045
Vitreoscilla sp. C1	96942	S	390	66	456	0.00011
Vitreoscilla filiformis	63	S	321	119	440	0.00011
Eikenella corrodens	539	S	277	217	494	0.00012
Kingella kingae	504	S	55	16	71	0.00002
Neisseriaceae bacterium DSM 100970	2052837	S	42	5	47	0.00001
Simonsiella muelleri	72	S	36	13	49	0.00001
Snodgrassella alvi	1196083	S	35	29	64	0.00002
Nitrosomonas sp. Is79A3	261292	S	443	25	468	0.00011
Nitrosomonas communis	44574	S	357	9	366	0.00009
Nitrosomonas ureae	44577	S	264	204	468	0.00011
Nitrosomonas europaea	915	S	134	35	169	0.00004
Nitrosomonas sp. AL212	153948	S	121	212	333	0.00008
Nitrosomonas eutropha	916	S	89	162	251	0.00006
Nitrosospira briensis	35799	S	515	42	557	0.00013
Nitrosospira lacus	1288494	S	310	24	334	0.00008
Nitrosospira multiformis	1231	S	222	19	241	0.00006
Sulfuritalea hydrogenivorans	748811	S	1422	279	1701	0.00041
Methyloversatilis sp. RAC08	1842540	S	1235	267	1502	0.00036
Sideroxydans lithotrophicus	63745	S	756	99	855	0.00021
Sulfuricella denitrificans	649841	S	546	60	606	0.00015
Ferriphaselus amnicola	1188319	S	422	74	496	0.00012
Gallionella capsiferriformans	370405	S	176	22	198	0.00005
Sulfuriferula sp. AH1	1985873	S	104	63	167	0.00004
Thiobacillus denitrificans	36861	S	1364	509	1873	0.00045
Methylobacillus flagellatus	405	S	314	225	539	0.00013
Methylovorus glucosotrophus	266009	S	89	86	175	0.00004
Methylovorus sp. MP688	887061	S	48	50	98	0.00002
Methylotenera mobilis	359408	S	52	7	59	0.00001
Methylotenera versatilis	1055487	S	43	7	50	0.00001
Methylophilus sp. TWE2	1662285	S	88	6	94	0.00002
Candidatus Methylopumilus planktonicus	1581557	S	49	3	52	0.00001
Candidatus Methylopumilus turicensis	1581680	S	33	4	37	0.00001
Betaproteobacteria bacterium GR16-43	1904640	S	1953	209	2162	0.00052
beta proteobacterium CB	543913	S	30	61	91	0.00002
Candidatus Accumulibacter phosphatis	327160	S	1116	137	1253	0.00030
Candidatus Kinetoplastibacterium crithidii	33056	S	18	-18	0	0.00000
Candidatus Kinetoplastibacterium blastocrithidii	233181	S	12	-12	0	0.00000
Myxococcus fulvus	33	S	1206	1561	2767	0.00067
Myxococcus stipitatus	83455	S	923	264	1187	0.00029
Myxococcus hansupus	1297742	S	810	404	1214	0.00029
Myxococcus xanthus	34	S	567	324	891	0.00021
Myxococcus macrosporus	35	S	106	1098	1204	0.00029
Corallococcus coralloides	184914	S	1124	687	1811	0.00044
Anaeromyxobacter sp. Fw109-5	404589	S	2103	485	2588	0.00062
Anaeromyxobacter dehalogenans	161493	S	1107	1239	2346	0.00057
Anaeromyxobacter sp. K	447217	S	699	1857	2556	0.00062
Archangium gephyra	48	S	1263	466	1729	0.00042
Stigmatella aurantiaca	41	S	1252	555	1807	0.00044
Cystobacter fuscus	43	S	952	611	1563	0.00038
Melittangium boletus	83453	S	941	644	1585	0.00038
Vulgatibacter incomptus	1391653	S	1764	307	2071	0.00050
Sorangium cellulosum	56	S	7898	1596	9494	0.00229
Chondromyces crocatus	52	S	2108	125	2233	0.00054
Pajaroellobacter abortibovis	1882918	S	106	9	115	0.00003
Sandaracinus amylolyticus	927083	S	9205	1601	10806	0.00260
Haliangium ochraceum	80816	S	4508	543	5051	0.00122
Desulfovibrio desulfuricans	876	S	943	398	1341	0.00032
Desulfovibrio vulgaris	881	S	899	54	953	0.00023
Desulfovibrio fairfieldensis	44742	S	456	38	494	0.00012
Desulfovibrio sp. FW1012B	644968	S	386	33	419	0.00010
Desulfovibrio gigas	879	S	384	9	393	0.00009
Desulfovibrio magneticus	184917	S	344	19	363	0.00009
Desulfovibrio africanus	873	S	310	15	325	0.00008
Desulfovibrio piger	901	S	141	21	162	0.00004
Desulfovibrio salexigens	880	S	139	12	151	0.00004
Desulfovibrio alaskensis	58180	S	91	169	260	0.00006
Desulfovibrio hydrothermalis	191026	S	79	5	84	0.00002
Desulfovibrio sp. G11	631220	S	19	411	430	0.00010
Candidatus Desulfovibrio trichonymphae	1725232	S	12	0	12	0.00000
Pseudodesulfovibrio profundus	57320	S	1035	1121	2156	0.00052
Pseudodesulfovibrio aespoeensis	182210	S	636	431	1067	0.00026
Pseudodesulfovibrio indicus	1716143	S	609	85	694	0.00017
Pseudodesulfovibrio piezophilus	879567	S	117	6	123	0.00003
Lawsonia intracellularis	29546	S	10	-10	0	0.00000
Desulfomicrobium baculatum	899	S	436	38	474	0.00011
Desulfomicrobium orale	132132	S	156	35	191	0.00005
Desulfohalobium retbaense	45663	S	144	10	154	0.00004
Geobacter sulfurreducens	35554	S	607	993	1600	0.00039
Geobacter sp. M18	443143	S	570	402	972	0.00023
Geobacter metallireducens	28232	S	354	38	392	0.00009
Geobacter pickeringii	345632	S	335	48	383	0.00009
Geobacter sp. M21	443144	S	334	183	517	0.00012
Geobacter daltonii	1203471	S	303	25	328	0.00008
Geobacter uraniireducens	351604	S	265	20	285	0.00007
Geobacter bemidjiensis	225194	S	192	107	299	0.00007
Geobacter sp. DSM 9736	1277350	S	162	11	173	0.00004
Geobacter lovleyi	313985	S	114	10	124	0.00003
Geobacter anodireducens	1340425	S	111	219	330	0.00008
Geoalkalibacter subterraneus	483547	S	715	810	1525	0.00037
Desulfuromonas sp. DDH964	1823759	S	928	220	1148	0.00028
Desulfuromonas soudanensis	1603606	S	667	86	753	0.00018
Pelobacter propionicus	29543	S	443	401	844	0.00020
Pelobacter sp. SFB93	1842532	S	255	74	329	0.00008
Pelobacter carbinolicus	19	S	149	16	165	0.00004
Pelobacter acetylenicus	29542	S	136	39	175	0.00004
Desulfococcus oleovorans	181663	S	541	9	550	0.00013
Desulfococcus multivorans	897	S	340	105	445	0.00011
Desulfatibacillum alkenivorans	259354	S	231	11	242	0.00006
Desulfobacter postgatei	2293	S	86	27	113	0.00003
Desulfobacula toluolica	28223	S	59	17	76	0.00002
Desulfobacterium autotrophicum	2296	S	48	8	56	0.00001
Desulfocapsa sulfexigens	65555	S	369	25	394	0.00009
Desulfurivibrio alkaliphilus	427923	S	268	12	280	0.00007
Desulfotalea psychrophila	84980	S	243	26	269	0.00006
Desulfobulbus sp. ORNL	1986146	S	187	36	223	0.00005
Desulfarculus baarsii	453230	S	1077	938	2015	0.00049
Bradymonas sediminis	1548548	S	983	57	1040	0.00025
Desulfobacca acetoxidans	60893	S	341	9	350	0.00008
Desulfomonile tiedjei	2358	S	183	0	183	0.00004
Syntrophus aciditrophicus	316277	S	181	23	204	0.00005
Syntrophobacter fumaroxidans	119484	S	156	96	252	0.00006
Hippea maritima	84405	S	146	15	161	0.00004
Candidatus Desulfofervidus auxilii	1621989	S	71	3	74	0.00002
Candidatus Babela massiliensis	673862	S	14	0	14	0.00000
Campylobacter lari	201	S	36	43	79	0.00002
Campylobacter gracilis	824	S	31	4	35	0.00001
Campylobacter sp. RM16704	1500960	S	31	19	50	0.00001
Campylobacter hominis	76517	S	29	18	47	0.00001
Campylobacter pinnipediorum	1965231	S	28	12	40	0.00001
Campylobacter concisus	199	S	25	4	29	0.00001
Campylobacter coli	195	S	20	17	37	0.00001
Campylobacter jejuni	197	S	20	86	106	0.00003
Campylobacter hyointestinalis	198	S	19	7	26	0.00001
Campylobacter lanienae	75658	S	19	29	48	0.00001
Campylobacter sp. RM6137	1660073	S	19	7	26	0.00001
Campylobacter cuniculorum	374106	S	18	4	22	0.00001
Campylobacter subantarcticus	497724	S	16	19	35	0.00001
Campylobacter curvus	200	S	13	1	14	0.00000
Campylobacter ureolyticus	827	S	12	7	19	0.00000
Campylobacter sputorum	206	S	11	3	14	0.00000
Malacobacter mytili	603050	S	80	23	103	0.00002
Malacobacter halophilus	197482	S	25	9	34	0.00001
Malacobacter marinus	505249	S	25	10	35	0.00001
Aliiarcobacter butzleri	28197	S	19	19	38	0.00001
Aliiarcobacter skirrowii	28200	S	16	4	20	0.00000
Aliiarcobacter trophiarum	708186	S	16	6	22	0.00001
Pseudoarcobacter suis	1278212	S	27	11	38	0.00001
Pseudoarcobacter ellisii	913109	S	11	10	21	0.00001
Arcobacter sp. LPB0137	1850254	S	12	3	15	0.00000
Haloarcobacter bivalviorum	663364	S	10	2	12	0.00000
Sulfurospirillum cavolei	366522	S	22	12	34	0.00001
Sulfurospirillum barnesii	44674	S	19	11	30	0.00001
Sulfurospirillum sp. UCH001	1581011	S	16	16	32	0.00001
Sulfurospirillum deleyianum	65553	S	10	8	18	0.00000
Helicobacter pylori	210	S	88	37	125	0.00003
Helicobacter bizzozeronii	56877	S	20	2	22	0.00001
Helicobacter mustelae	217	S	15	2	17	0.00000
Helicobacter hepaticus	32025	S	13	11	24	0.00001
Helicobacter himalayensis	1591088	S	11	2	13	0.00000
Sulfurimonas gotlandica	1176482	S	34	7	41	0.00001
Sulfurimonas autotrophica	202747	S	13	2	15	0.00000
Wolinella succinogenes	844	S	26	5	31	0.00001
Nitratifractor salsuginis	269261	S	268	24	292	0.00007
Nautilia profundicola	244787	S	184	15	199	0.00005
Sulfurovum sp. NBC37-1	387093	S	26	4	30	0.00001
Sulfurovum lithotrophicum	206403	S	23	3	26	0.00001
Nitratiruptor sp. SB155-2	387092	S	15	1	16	0.00000
Acidithiobacillus ferrooxidans	920	S	443	122	565	0.00014
Acidithiobacillus caldus	33059	S	422	135	557	0.00013
Acidithiobacillus ferrivorans	160808	S	236	43	279	0.00007
Bdellovibrio bacteriovorus	959	S	330	64	394	0.00009
Bdellovibrio exovorus	453816	S	32	6	38	0.00001
Halobacteriovorax marinus	97084	S	141	16	157	0.00004
Bacteriovorax stolpii	960	S	127	11	138	0.00003
Mariprofundus ferrinatatus	1921087	S	118	11	129	0.00003
Mariprofundus aestuarium	1921086	S	109	12	121	0.00003
Hydrogenophilus thermoluteolus	297	S	194	103	297	0.00007
Microbacterium sp. No. 7	1714373	S	12368	9447	21815	0.00526
Microbacterium chocolatum	84292	S	11485	4255	15740	0.00379
Microbacterium pygmaeum	370764	S	10107	1563	11670	0.00281
Microbacterium aurum	36805	S	9466	4938	14404	0.00347
Microbacterium hominis	162426	S	7563	4433	11996	0.00289
Microbacterium paludicola	300019	S	7117	1970	9087	0.00219
Microbacterium foliorum	104336	S	6514	2933	9447	0.00228
Microbacterium testaceum	2033	S	6440	1640	8080	0.00195
Microbacterium sp. LKL04	912630	S	6296	2013	8309	0.00200
Microbacterium sp. BH-3-3-3	1906742	S	6061	2115	8176	0.00197
Microbacterium sp. PM5	2014534	S	5220	1445	6665	0.00161
Microbacterium sp. XT11	367477	S	4757	1361	6118	0.00147
Microbacterium sp. TPU 3598	1938334	S	3486	997	4483	0.00108
Microbacterium sp. PAMC 28756	1795053	S	1530	5303	6833	0.00165
Microbacterium sp. CGR1	1696072	S	396	4749	5145	0.00124
Microbacterium paraoxydans	199592	S	332	7207	7539	0.00182
Microbacterium sp. 1.5R	1916917	S	263	3005	3268	0.00079
Microbacterium sp. str. 'China'	2103230	S	234	5203	5437	0.00131
Agromyces aureus	453304	S	3891	1552	5443	0.00131
Agromyces flavus	589382	S	3494	1370	4864	0.00117
Agromyces sp. 30A	2080742	S	2141	862	3003	0.00072
Leifsonia xyli	1575	S	3308	1516	4824	0.00116
Leifsonia sp. 21MFCrub1.1	1798223	S	1128	1535	2663	0.00064
Clavibacter michiganensis	28447	S	4601	1313	5914	0.00143
Agrococcus carbonis	684552	S	2100	1036	3136	0.00076
Agrococcus jejuensis	399736	S	2058	678	2736	0.00066
Curtobacterium sp. MR_MD2014	1561023	S	988	546	1534	0.00037
Curtobacterium sp. BH-2-1-1	1905847	S	856	610	1466	0.00035
Curtobacterium pusillum	69373	S	798	457	1255	0.00030
Microterricola viridarii	412690	S	2990	952	3942	0.00095
Cryobacterium sp. LW097	1978566	S	831	965	1796	0.00043
Cryobacterium arcticum	670052	S	651	478	1129	0.00027
Cryobacterium sp. GCJ02	2220095	S	579	398	977	0.00024
Frondihabitans sp. PAMC 28766	1795630	S	1258	228	1486	0.00036
Frondihabitans sp. 762G35	1446794	S	1103	267	1370	0.00033
Rathayibacter tritici	33888	S	1455	321	1776	0.00043
Rathayibacter toxicus	145458	S	195	30	225	0.00005
Microcella alkaliphila	279828	S	1484	276	1760	0.00042
Plantibacter flavus	150123	S	1472	290	1762	0.00042
Mycetocola sp. CGMCC 1.16372	2079792	S	745	110	855	0.00021
Cnuibacter physcomitrellae	1619308	S	540	5792	6332	0.00153
Salinibacterium sp. CGMCC 1.16371	2079791	S	492	77	569	0.00014
Humibacter sp. BT305	2282656	S	456	5686	6142	0.00148
Aurantimicrobium sp. MWH-Mo1	1987356	S	114	16	130	0.00003
Aurantimicrobium sp. MWH-Uga1	2079575	S	19	10	29	0.00001
Aurantimicrobium minutum	708131	S	15	10	25	0.00001
Rhodoluna lacicola	529884	S	33	7	40	0.00001
Candidatus Rhodoluna planktonica	535712	S	21	3	24	0.00001
Candidatus Aquiluna sp. UB-MaderosW2red	1855377	S	48	3	51	0.00001
Pontimonas salivibrio	1159327	S	91	7	98	0.00002
Arthrobacter sp. DCT5	2211210	S	648	132	780	0.00019
Arthrobacter sp. YC-RL1	1652545	S	637	202	839	0.00020
Arthrobacter alpinus	656366	S	567	132	699	0.00017
Arthrobacter crystallopoietes	37928	S	410	120	530	0.00013
Arthrobacter sp. QXT-31	1357915	S	410	107	517	0.00012
Arthrobacter sp. U41	1849032	S	354	91	445	0.00011
Arthrobacter sp. ERGS1:01	1704044	S	296	69	365	0.00009
Arthrobacter sp. FB24	290399	S	268	101	369	0.00009
Arthrobacter sp. PAMC 25486	1494608	S	250	50	300	0.00007
Arthrobacter sp. YN	2020486	S	209	63	272	0.00007
Arthrobacter sp. PGP41	2079227	S	167	51	218	0.00005
Arthrobacter sp. ZXY-2	1806905	S	74	399	473	0.00011
Arthrobacter sp. Rue61a	1118963	S	22	349	371	0.00009
Arthrobacter sp. ATCC 21022	1771959	S	13	71	84	0.00002
Kocuria turfanensis	388357	S	669	243	912	0.00022
Kocuria flava	446860	S	599	329	928	0.00022
Kocuria palustris	71999	S	489	319	808	0.00019
Kocuria sp. BT304	1702043	S	44	471	515	0.00012
Kocuria rhizophila	72000	S	40	365	405	0.00010
Pseudarthrobacter chlorophenolicus	85085	S	616	225	841	0.00020
Pseudarthrobacter phenanthrenivorans	361575	S	366	271	637	0.00015
Pseudarthrobacter sulfonivorans	121292	S	350	91	441	0.00011
Pseudarthrobacter equi	728066	S	174	69	243	0.00006
Zhihengliuella sp. ISTPL4	2058657	S	1303	3211	4514	0.00109
Micrococcus luteus	1270	S	1046	912	1958	0.00047
Sinomonas atrocyanea	37927	S	908	221	1129	0.00027
Rothia mucilaginosa	43675	S	328	110	438	0.00011
Rothia dentocariosa	2047	S	69	46	115	0.00003
Auritidibacter sp. NML130574	2170745	S	332	53	385	0.00009
Glutamicibacter arilaitensis	256701	S	327	134	461	0.00011
Neomicrococcus aestuarii	556325	S	168	207	375	0.00009
Psychromicrobium lacuslunae	1618207	S	104	9	113	0.00003
Paenarthrobacter aurescens	43663	S	44	739	783	0.00019
Renibacterium salmoninarum	1646	S	41	4	45	0.00001
Serinicoccus sp. JLT9	1758689	S	2837	1055	3892	0.00094
Ornithinimicrobium sp. AMA3305	2283195	S	1576	502	2078	0.00050
Intrasporangium calvum	53358	S	1481	400	1881	0.00045
Janibacter indicus	857417	S	1388	784	2172	0.00052
Phycicoccus dokdonensis	443156	S	1240	440	1680	0.00040
Arsenicicoccus sp. oral taxon 190	1658671	S	1221	693	1914	0.00046
Cellulosimicrobium cellulans	1710	S	1489	782	2271	0.00055
Cellulosimicrobium sp. TH-20	1980001	S	1134	751	1885	0.00045
Isoptericola dokdonensis	372663	S	1154	693	1847	0.00045
Isoptericola variabilis	139208	S	1110	829	1939	0.00047
Xylanimonas cellulosilytica	186189	S	926	401	1327	0.00032
Cellulomonas sp. PSBB021	2003551	S	1189	938	2127	0.00051
Cellulomonas fimi	1708	S	1117	531	1648	0.00040
Cellulomonas flavigena	1711	S	1090	484	1574	0.00038
Cellulomonas gilvus	11	S	1034	646	1680	0.00040
Paraoerskovia marina	545619	S	922	364	1286	0.00031
Brachybacterium sp. VM2412	2017484	S	666	422	1088	0.00026
Brachybacterium sp. P6-10-X1	1903186	S	622	161	783	0.00019
Brachybacterium saurashtrense	556288	S	603	296	899	0.00022
Brachybacterium ginsengisoli	1331682	S	596	273	869	0.00021
Brachybacterium faecium	43669	S	496	252	748	0.00018
Brachybacterium sp. VR2415	2017485	S	348	214	562	0.00014
Dermabacter vaginalis	1630135	S	249	672	921	0.00022
Devriesea agamarum	472569	S	150	14	164	0.00004
Dermacoccus nishinomiyaensis	1274	S	995	601	1596	0.00038
Kytococcus sedentarius	1276	S	970	824	1794	0.00043
Luteipulveratus mongoliensis	571913	S	845	159	1004	0.00024
Miniimonas sp. S16	2171623	S	1115	838	1953	0.00047
Beutenbergia cavernae	84757	S	1110	230	1340	0.00032
Brevibacterium linens	1703	S	516	490	1006	0.00024
Brevibacterium siliguriense	1136497	S	311	94	405	0.00010
Brevibacterium sandarakinum	629680	S	280	102	382	0.00009
Sanguibacter keddieii	60920	S	992	400	1392	0.00034
Austwickia chelonae	100225	S	301	38	339	0.00008
Dermatophilus congolensis	1863	S	89	10	99	0.00002
Jonesia denitrificans	43674	S	75	17	92	0.00002
Tropheryma whipplei	2039	S	22	0	22	0.00001
Tessaracoccus sp. T2.5-30	1909732	S	19836	8817	28653	0.00691
Tessaracoccus flavus	1610493	S	5599	4619	10218	0.00246
Tessaracoccus aquimaris	1332264	S	5209	2625	7834	0.00189
Tessaracoccus flavescens	399497	S	4788	4110	8898	0.00214
Tessaracoccus sp. Marseille-P5995	2161816	S	1206	1479	2685	0.00065
Microlunatus phosphovorus	29405	S	852	174	1026	0.00025
Microlunatus soli	630515	S	743	86	829	0.00020
Acidipropionibacterium acidipropionici	1748	S	645	775	1420	0.00034
Acidipropionibacterium virtanenii	2057246	S	573	217	790	0.00019
Cutibacterium avidum	33010	S	700	319	1019	0.00025
Cutibacterium granulosum	33011	S	350	148	498	0.00012
Cutibacterium acnes	1747	S	231	508	739	0.00018
Pseudopropionibacterium propionicum	1750	S	1227	418	1645	0.00040
Auraticoccus monumenti	675864	S	804	241	1045	0.00025
Propionibacterium freudenreichii	1744	S	572	798	1370	0.00033
Propionibacterium sp. oral taxon 193	671223	S	111	142	253	0.00006
Propionimicrobium sp. Marseille-P3275	1871034	S	15	10	25	0.00001
Nocardioides sp. JS614	196162	S	3036	1347	4383	0.00106
Nocardioides dokdonensis	450734	S	2250	1244	3494	0.00084
Nocardioides sp. CF8	110319	S	2132	911	3043	0.00073
Nocardioides sp. 78	2045452	S	1478	735	2213	0.00053
Aeromicrobium erythreum	2041	S	945	477	1422	0.00034
Aeromicrobium sp. 592	2079793	S	815	342	1157	0.00028
Aeromicrobium choanae	1736691	S	766	323	1089	0.00026
Aeromicrobium sp. A1-2	2107713	S	754	172	926	0.00022
Aeromicrobium marinum	219314	S	739	291	1030	0.00025
Friedmanniella sagamiharensis	546874	S	1035	428	1463	0.00035
Friedmanniella luteola	546871	S	1016	364	1380	0.00033
Pimelobacter simplex	2045	S	2038	940	2978	0.00072
Marmoricola scoriae	642780	S	1828	1098	2926	0.00071
Micropruina glycogenica	75385	S	1188	533	1721	0.00041
Kribbella flavida	182640	S	1137	356	1493	0.00036
Actinopolymorpha singaporensis	117157	S	823	157	980	0.00024
Mycolicibacterium vanbaalenii	110539	S	1506	844	2350	0.00057
Mycolicibacterium gilvum	1804	S	1462	849	2311	0.00056
Mycolicibacterium chubuense	1800	S	1401	329	1730	0.00042
Mycolicibacterium smegmatis	1772	S	1338	603	1941	0.00047
Mycolicibacterium vaccae	1810	S	1154	316	1470	0.00035
Mycolicibacterium rutilum	370526	S	934	395	1329	0.00032
Mycolicibacterium rhodesiae	36814	S	792	218	1010	0.00024
Mycolicibacterium phlei	1771	S	735	398	1133	0.00027
Mycolicibacterium thermoresistibile	1797	S	638	175	813	0.00020
Mycolicibacterium aurum	1791	S	611	185	796	0.00019
Mycolicibacterium goodii	134601	S	610	245	855	0.00021
Mycolicibacterium litorale	758802	S	496	79	575	0.00014
Mycolicibacterium fortuitum	1766	S	179	1359	1538	0.00037
Mycobacterium avium	1764	S	634	472	1106	0.00027
Mycobacterium marseillense	701042	S	429	91	520	0.00013
Mycobacterium colombiense	339268	S	302	39	341	0.00008
Mycobacterium chimaera	222805	S	155	156	311	0.00007
Mycobacterium intracellulare	1767	S	132	304	436	0.00011
Mycobacterium paraintracellulare	1138383	S	11	32	43	0.00001
Mycobacterium simiae	1784	S	511	52	563	0.00014
Mycobacterium shigaense	722731	S	459	44	503	0.00012
Mycobacterium sp. JS623	212767	S	678	61	739	0.00018
Mycobacterium sp. djl-10	1879023	S	668	98	766	0.00018
Mycobacterium sp. YC-RL4	1682113	S	665	315	980	0.00024
Mycobacterium dioxanotrophicus	482462	S	616	162	778	0.00019
Mycobacterium sp. MS1601	1936029	S	610	72	682	0.00016
Mycobacterium sp. EPa45	1545728	S	530	58	588	0.00014
Mycobacterium kansasii	1768	S	409	42	451	0.00011
Mycobacterium haemophilum	29311	S	239	9	248	0.00006
Mycobacterium canettii	78331	S	168	26	194	0.00005
Mycobacterium tuberculosis	1773	S	31	4516	4547	0.00110
Mycobacterium sp. JLS	164757	S	183	200	383	0.00009
Mycobacterium sp. VKM Ac-1817D	1273687	S	165	1202	1367	0.00033
Mycobacterium sp. WY10	1920667	S	157	104	261	0.00006
Mycobacterium marinum	1781	S	138	40	178	0.00004
Mycobacterium sp. PYR15	2051552	S	122	80	202	0.00005
Mycobacterium leprae	1769	S	75	1	76	0.00002
Mycobacterium sp. QIA-37	1561223	S	33	235	268	0.00006
Mycobacterium ulcerans	1809	S	25	11	36	0.00001
Mycobacterium sp. KMS	189918	S	17	433	450	0.00011
Mycobacterium pseudoshottsii	265949	S	13	12	25	0.00001
Mycobacteroides abscessus	36809	S	693	198	891	0.00021
Mycobacteroides immunogenum	83262	S	283	89	372	0.00009
Mycobacteroides saopaulense	1578165	S	178	34	212	0.00005
[Mycobacterium] stephanolepidis	1520670	S	121	54	175	0.00004
Mycobacteroides chelonae	1774	S	119	461	580	0.00014
Mycolicibacter sinensis	875328	S	559	129	688	0.00017
Mycolicibacter terrae	1788	S	441	128	569	0.00014
Hoyosella subflava	639313	S	173	12	185	0.00004
Rhodococcus opacus	37919	S	950	246	1196	0.00029
Rhodococcus ruber	1830	S	706	416	1122	0.00027
Rhodococcus sp. MTM3W5.2	1805827	S	513	192	705	0.00017
Rhodococcus hoagii	43767	S	507	264	771	0.00019
Rhodococcus sp. B7740	1564114	S	456	99	555	0.00013
Rhodococcus coprophilus	38310	S	393	123	516	0.00012
Rhodococcus sp. S2-17	1990687	S	365	84	449	0.00011
Rhodococcus sp. PBTS 1	1653478	S	360	136	496	0.00012
Rhodococcus rhodochrous	1829	S	291	202	493	0.00012
Rhodococcus sp. WMMA185	679318	S	230	49	279	0.00007
Rhodococcus jostii	132919	S	197	71	268	0.00006
Rhodococcus aetherivorans	191292	S	179	947	1126	0.00027
Rhodococcus pyridinivorans	103816	S	160	1565	1725	0.00042
Rhodococcus sp. PBTS 2	1653479	S	116	115	231	0.00006
Rhodococcus erythropolis	1833	S	72	293	365	0.00009
Rhodococcus fascians	1828	S	62	55	117	0.00003
Rhodococcus sp. 2G	1570939	S	51	253	304	0.00007
Rhodococcus biphenylivorans	1500843	S	45	565	610	0.00015
Rhodococcus sp. WB1	1033922	S	14	128	142	0.00003
Rhodococcus sp. p52	935199	S	12	84	96	0.00002
Rhodococcus qingshengii	334542	S	10	63	73	0.00002
Rhodococcus sp. BH4	1807790	S	10	55	65	0.00002
Nocardia brasiliensis	37326	S	1169	328	1497	0.00036
Nocardia cyriacigeorgica	135487	S	973	410	1383	0.00033
Nocardia farcinica	37329	S	724	488	1212	0.00029
Nocardia nova	37330	S	483	109	592	0.00014
Nocardia seriolae	37332	S	477	142	619	0.00015
Nocardia terpenica	455432	S	431	118	549	0.00013
