contigName	contigLen	totalAvgDepth	aln.sorted.bam	aln.sorted.bam-var
k39_11276	1036	3.76637	3.76637	2.32839
k39_89317	1028	2.39977	2.39977	1.0977
k39_11304	2603	4.03995	4.03995	1.48292
k39_128677	1808	4.63631	4.63631	4.46697
k39_148394	1857	4.07909	4.07909	2.90874
k39_11312	1027	3.93615	3.93615	2.55987
k39_89340	1240	4.14771	4.14771	5.3363
k39_109167	1364	2.83855	2.83855	1.23359
k39_30844	1048	5.39532	5.39532	5.40542
k39_89379	1151	2.82118	2.82118	1.04099
k39_30854	2039	8.21705	8.21705	8.88612
k39_128723	2642	4.00522	4.00522	4.38253
k39_49961	5279	9.02964	9.02964	10.8333
k39_109214	1189	4.18961	4.18961	3.37733
k39_109218	1484	4.15142	4.15142	5.0348
k39_49981	1577	4.14786	4.14786	4.07136
k39_89424	1332	4.61675	4.61675	2.67011
k39_11415	1139	2.82609	2.82609	1.6762
k39_128753	1922	4.28386	4.28386	4.54785
k39_70130	3089	5.61449	5.61449	10.1145
k39_89428	1459	4.80596	4.80596	3.97149
k39_109233	2953	5.05673	5.05673	3.27979
k39_89448	3097	7.14421	7.14421	6.43245
k39_89458	1168	3.35363	3.35363	2.67717
k39_50038	1004	2.45433	2.45433	1.35723
k39_148518	1234	3.94834	3.94834	1.42853
k39_50081	1061	3.73546	3.73546	0.911259
k39_11496	1034	3.51584	3.51584	1.26023
k39_148560	1022	2.84289	2.84289	1.24394
k39_128834	1014	5.39468	5.39468	4.50568
k39_128840	4551	5.93774	5.93774	36.5101
k39_128862	1794	5.82603	5.82603	6.71958
k39_11540	1513	3.19222	3.19222	1.98358
k39_128864	1044	2.62528	2.62528	1.10355
k39_109361	1038	2.625	2.625	1.15234
k39_89598	1851	3.05585	3.05585	1.57278
k39_50189	1282	3.61837	3.61837	1.32373
k39_148659	1637	7.37391	7.37391	18.6663
k39_128905	1031	2.79115	2.79115	1.24042
k39_128921	1059	3.0352	3.0352	2.13973
k39_128950	1744	6.78858	6.78858	6.67156
k39_70333	1973	3.56829	3.56829	1.20157
k39_148709	2582	3.7866	3.7866	3.40859
k39_89650	6463	8.99382	8.99382	9.7109
k39_31112	1176	3.61306	3.61306	1.95843
k39_11682	3633	4.12748	4.12748	4.3147
k39_129013	1347	3.02924	3.02924	1.63878
k39_148758	2080	3.81917	3.81917	2.30477
k39_31136	1501	3.42413	3.42413	2.00295
k39_50295	8485	7.78632	7.78632	7.36977
k39_70428	2662	6.2301	6.2301	4.1995
k39_109556	1293	5.62555	5.62555	3.29048
k39_11759	2363	3.96385	3.96385	2.31972
k39_50333	1664	3.8712	3.8712	3.06139
k39_129088	1750	3.69875	3.69875	2.21563
k39_70473	3500	8.25045	8.25045	10.6541
k39_11794	1617	4.37219	4.37219	2.2188
k39_50369	1500	9.24	9.24	14.2863
k39_89769	1606	4.1456	4.1456	2.67707
k39_129203	1556	3.56401	3.56401	2.9507
k39_31301	1738	4.86272	4.86272	3.99753
k39_148966	1020	2.9046	2.9046	1.66063
k39_109710	2029	4.63332	4.63332	4.04272
k39_50498	1190	4.3375	4.3375	4.21229
k39_89885	1465	3.39087	3.39087	2.95672
k39_31347	1282	3.39576	3.39576	2.41796
k39_89886	1275	3.91733	3.91733	2.19155
k39_31349	2288	4.71936	4.71936	4.92169
k39_31359	1059	4.38614	4.38614	3.2571
k39_89910	1131	2.78695	2.78695	1.36374
k39_89912	1215	3.1061	3.1061	1.35997
k39_149019	1225	4.80837	4.80837	3.37852
k39_50554	1699	3.69916	3.69916	2.94561
k39_129277	1504	3.33973	3.33973	1.74112
k39_109797	1205	3.56114	3.56114	1.60892
k39_70650	1191	2.98655	2.98655	1.96904
k39_11992	1020	2.36552	2.36552	0.598118
k39_50580	1172	3.30235	3.30235	1.58823
k39_89951	1682	2.54896	2.54896	0.833006
k39_129304	1731	3.31942	3.31942	1.95171
k39_109834	1379	5.90399	5.90399	3.66504
k39_12002	10948	7.86034	7.86034	10.3366
k39_89998	1496	6.52675	6.52675	6.83685
k39_129340	1536	4.99856	4.99856	7.27654
k39_12039	1068	3.26906	3.26906	2.00059
k39_50648	1353	2.95927	2.95927	0.924292
k39_50656	4347	8.06243	8.06243	8.49901
k39_50667	1368	3.72989	3.72989	2.92041
k39_149199	1215	2.95869	2.95869	1.83476
k39_129408	1550	4.12857	4.12857	3.54027
k39_50674	1100	4.61895	4.61895	2.69976
k39_90087	2092	6.27755	6.27755	3.33303
k39_50714	1449	3.58661	3.58661	1.01465
k39_70829	3613	10.1155	10.1155	20.3448
k39_109967	1050	3.6	3.6	3.07231
k39_149258	3386	4.05748	4.05748	2.96979
k39_129462	1573	3.6149	3.6149	2.27353
k39_31586	2597	3.47732	3.47732	1.62162
k39_31594	1613	3.87765	3.87765	2.22374
k39_31605	1292	2.89142	2.89142	0.834818
k39_90134	1311	5.00345	5.00345	3.17585
k39_90149	1610	2.55137	2.55137	0.884952
k39_50786	1694	3.22345	3.22345	1.56961
k39_90164	1095	5.08466	5.08466	3.85724
k39_129529	1869	4.3089	4.3089	4.49067
k39_90179	1240	2.91651	2.91651	3.57156
k39_110043	8918	7.0357	7.0357	7.12465
k39_129543	2331	5.75241	5.75241	3.6772
k39_129544	1174	3.87012	3.87012	1.56765
k39_110045	1050	2.57778	2.57778	0.831536
k39_149339	7139	8.47103	8.47103	8.29528
k39_70942	1193	4.44679	4.44679	1.92686
k39_149348	3207	6.00425	6.00425	6.24244
k39_50841	1161	4.55292	4.55292	2.15238
k39_149351	2453	3.77334	3.77334	1.98596
k39_50846	1460	3.79771	3.79771	2.62445
k39_12328	2682	7.98776	7.98776	10.9374
k39_71018	1079	3.36383	3.36383	2.14765
k39_149393	1197	3.08883	3.08883	1.07337
k39_149397	1097	3.33157	3.33157	0.858226
k39_12374	1302	4.50087	4.50087	2.9001
k39_129651	1282	4.3189	4.3189	3.82129
k39_129668	1351	4.46711	4.46711	2.90746
k39_90294	6259	5.88722	5.88722	5.82638
k39_50919	1243	3.84629	3.84629	1.4672
k39_149441	1954	4.0122	4.0122	2.7453
k39_149475	1337	4.96293	4.96293	2.35444
k39_12459	1629	6.72684	6.72684	6.7183
k39_51011	1472	2.54312	2.54312	0.802456
k39_110291	1342	2.74329	2.74329	1.10953
k39_110300	1034	3.44796	3.44796	1.68811
k39_110319	1244	2.56856	2.56856	0.946346
k39_12572	4322	8.5906	8.5906	6.19534
k39_51088	1681	3.81319	3.81319	1.80039
k39_31956	1196	3.37285	3.37285	1.44172
k39_149596	6598	8.02218	8.02218	9.83578
k39_149602	1005	3.6152	3.6152	2.28852
k39_90491	1062	3.34978	3.34978	3.20245
k39_71246	1073	3.21452	3.21452	1.93008
k39_149636	2041	3.29297	3.29297	1.65808
k39_12623	1208	4.00945	4.00945	3.38307
k39_90556	1222	2.38899	2.38899	1.24817
k39_12632	1084	4.30728	4.30728	3.32349
k39_129929	2955	3.45062	3.45062	1.86677
k39_32034	1192	3.97217	3.97217	1.90794
k39_51167	1999	12.1347	12.1347	25.4484
k39_90589	2900	4.32436	4.32436	2.75978
k39_12704	1997	10.2361	10.2361	10.5358
k39_90597	1167	3.12881	3.12881	1.61232
k39_71361	1015	3.32139	3.32139	1.14428
k39_129989	2292	5.07096	5.07096	6.71512
k39_110470	6004	5.01247	5.01247	3.98465
k39_130014	1312	5.25645	5.25645	6.68528
k39_71395	5857	4.44191	4.44191	2.6638
k39_12776	1489	2.53846	2.53846	1.15303
k39_90661	1727	3.99366	3.99366	3.15348
k39_32156	2790	6.69091	6.69091	5.45895
k39_90705	1564	3.92574	3.92574	3.1516
k39_32182	1611	2.5462	2.5462	1.20831
k39_149810	1126	4.82377	4.82377	2.3525
k39_90731	1501	4.48038	4.48038	3.92831
k39_149814	1194	5.5431	5.5431	1.86871
k39_90742	1012	3.76102	3.76102	0.753514
k39_149842	1656	4.47078	4.47078	2.60413
k39_71515	1082	5.17382	5.17382	1.51649
k39_130147	1618	3.91621	3.91621	2.47219
k39_130151	3700	6.53014	6.53014	4.36247
k39_110630	1246	3.30201	3.30201	1.02195
k39_149881	1228	4.32468	4.32468	3.39309
k39_71559	1001	3.84959	3.84959	1.39853
k39_110643	3296	6.22537	6.22537	5.71741
k39_51429	1649	5.60307	5.60307	2.38372
k39_110657	1274	3.49021	3.49021	2.84494
k39_32309	5155	7.48651	7.48651	7.07402
k39_71618	1617	3.76619	3.76619	3.97055
k39_71626	1591	5.07911	5.07911	2.84101
k39_110718	1551	3.51178	3.51178	1.73435
k39_110720	1215	4.15681	4.15681	3.72256
k39_13019	1747	4.66688	4.66688	2.49799
k39_149985	1000	4.21882	4.21882	2.34074
k39_149990	1261	2.80648	2.80648	1.85892
k39_130266	1387	8.05093	8.05093	6.77977
k39_90962	1029	3.16951	3.16951	2.63752
k39_150016	1416	4.32622	4.32622	3.40576
k39_150023	2721	4.49125	4.49125	5.78697
k39_13065	2689	4.11028	4.11028	1.9571
k39_150041	1719	3.37922	3.37922	1.72152
k39_51604	1321	3.67549	3.67549	2.257
k39_51605	1565	3.77173	3.77173	1.49454
k39_51621	1692	3.32879	3.32879	2.73478
k39_32538	1891	4.10569	4.10569	2.46239
k39_71808	1710	2.90321	2.90321	2.46203
k39_13184	1261	2.68137	2.68137	1.08757
k39_91099	2255	5.38575	5.38575	4.56598
k39_32576	1299	3.70148	3.70148	1.48833
k39_32579	1009	4.6135	4.6135	4.51944
k39_32585	1402	2.6885	2.6885	1.11313
k39_71857	1017	4.20069	4.20069	7.10058
k39_91138	2410	5.63673	5.63673	4.59522
k39_91140	1029	3.14221	3.14221	1.62328
k39_71858	1109	3.16058	3.16058	1.47105
k39_110938	2840	4.40409	4.40409	3.0003
k39_110957	1173	3.75367	3.75367	3.38157
k39_51749	1042	2.93498	2.93498	3.14282
k39_150205	1373	3.96157	3.96157	2.0468
k39_110985	1335	2.71308	2.71308	1.47333
k39_32677	1009	3.62747	3.62747	2.54172
k39_150260	1883	3.56607	3.56607	2.9121
k39_72015	1248	3.00729	3.00729	1.19046
k39_51847	1424	4.04082	4.04082	4.13502
k39_111081	2110	4.99133	4.99133	6.0944
k39_91300	1274	3.00178	3.00178	8.53785
k39_111090	2295	3.74825	3.74825	3.57369
k39_51860	1249	4.08826	4.08826	2.51772
k39_72045	2723	6.2433	6.2433	5.42757
k39_32798	1291	3.46626	3.46626	1.95434
k39_13473	1171	3.16063	3.16063	1.48985
k39_72139	1273	4.97507	4.97507	5.5502
k39_51975	1438	3.14519	3.14519	2.0838
k39_72154	1224	17.2318	17.2318	10.2323
k39_91484	1163	2.69694	2.69694	1.23711
k39_130795	1228	2.38683	2.38683	0.865087
k39_72218	2650	3.8292	3.8292	1.51422
k39_150524	1227	2.78552	2.78552	0.588709
k39_130831	1206	4.00852	4.00852	2.79898
k39_130846	1021	2.28243	2.28243	0.531634
k39_13632	2108	3.91675	3.91675	2.92658
k39_13635	1012	4.92111	4.92111	3.03209
k39_52113	1190	4.64712	4.64712	3.59143
k39_33015	1172	3.83366	3.83366	2.03303
k39_13657	1151	4.07393	4.07393	2.75853
k39_130894	1261	3.15752	3.15752	1.59229
k39_91599	1173	5.82698	5.82698	6.89666
k39_150605	8736	7.14384	7.14384	7.82432
k39_13685	1196	3.63289	3.63289	1.94739
k39_130921	1022	3.14679	3.14679	1.00483
k39_150621	1064	4.14333	4.14333	2.65962
k39_130961	1019	3.8481	3.8481	2.05984
k39_91668	1031	3.4109	3.4109	1.36505
k39_150662	1093	4.25875	4.25875	2.38945
k39_52216	2373	4.46559	4.46559	4.2507
k39_72406	1043	3.45801	3.45801	2.38976
k39_52243	1064	3.70131	3.70131	1.24366
k39_131007	2140	4.10352	4.10352	5.05919
k39_150737	1036	2.85666	2.85666	0.57039
k39_33243	1021	3.23421	3.23421	2.54278
k39_52291	1894	6.20986	6.20986	5.55894
k39_131058	1060	3.24176	3.24176	1.44866
k39_131063	1356	3.27446	3.27446	1.77606
k39_111579	1877	2.9253	2.9253	1.38667
k39_91794	1312	2.67556	2.67556	0.980781
k39_52339	3515	4.46746	4.46746	2.33524
k39_131092	2170	4.60198	4.60198	3.47893
k39_72548	1086	4.15705	4.15705	2.3828
k39_111619	1574	4.3757	4.3757	4.22908
k39_52347	1294	5.64598	5.64598	4.99176
k39_52363	1023	3.73081	3.73081	3.24282
k39_72566	1540	2.4482	2.4482	0.806173
k39_52373	2133	3.86435	3.86435	3.54717
k39_72580	1230	4.00093	4.00093	1.38925
k39_111678	1178	3.92121	3.92121	2.68415
k39_33411	1346	3.54766	3.54766	3.02953
k39_13976	1114	4.73444	4.73444	2.77674
k39_72662	1369	3.47744	3.47744	2.29566
k39_111778	1456	3.99311	3.99311	1.36315
k39_72696	4711	7.34071	7.34071	9.50182
k39_131313	1111	3.07596	3.07596	0.957768
k39_111810	1235	3.66175	3.66175	1.30706
k39_91985	1147	3.81545	3.81545	4.33138
k39_72720	1285	3.37797	3.37797	0.924912
k39_151003	1539	4.53708	4.53708	3.63497
k39_72760	1277	3.34605	3.34605	0.746931
k39_131382	1920	4.09887	4.09887	2.49163
k39_52604	1078	2.39224	2.39224	1.35191
k39_131408	2873	5.34888	5.34888	4.13614
k39_111917	1053	4.06202	4.06202	3.15804
k39_72827	2123	7.77446	7.77446	12.5906
k39_111938	4154	6.36513	6.36513	6.77938
k39_72872	1035	3.41695	3.41695	1.27731
k39_131472	3422	4.78912	4.78912	4.61833
k39_52670	1452	4.10829	4.10829	1.16505
k39_72877	1276	3.37478	3.37478	1.93053
k39_52720	1017	5.36217	5.36217	4.21972
k39_33793	1441	3.67157	3.67157	1.92307
k39_14337	1136	4.00913	4.00913	1.57859
k39_33806	1053	3.90476	3.90476	1.31464
k39_72986	5805	5.36534	5.36534	4.96081
k39_33830	1490	3.52836	3.52836	2.89166
k39_14384	1790	4.65488	4.65488	2.46776
k39_52849	3089	4.32596	4.32596	4.58535
k39_131632	1512	2.46696	2.46696	0.864816
k39_73098	1057	3.31753	3.31753	0.788689
k39_14489	1090	2.38511	2.38511	0.792966
k39_92401	1451	3.9093	3.9093	2.1164
k39_92411	1960	4.1547	4.1547	1.27734
k39_52971	1332	3.92132	3.92132	3.06662
k39_131779	2270	4.30849	4.30849	3.92173
k39_73201	3516	3.35621	3.35621	1.80268
k39_112350	1730	3.60316	3.60316	2.74995
k39_92474	3891	5.82946	5.82946	7.19288
k39_131834	1357	2.92212	2.92212	1.6888
k39_92496	1223	3.81827	3.81827	1.79998
k39_131859	2004	3.05286	3.05286	1.16288
k39_131891	1324	3.07496	3.07496	1.53402
k39_131901	1087	5.21238	5.21238	1.92173
k39_53094	4215	5.44256	5.44256	4.89446
k39_53120	1080	3.85591	3.85591	1.68427
k39_151632	1660	2.90397	2.90397	1.16706
k39_53145	1640	2.61678	2.61678	0.909451
k39_92596	5380	5.51759	5.51759	4.41328
k39_112489	2115	4.04173	4.04173	3.55733
k39_132015	1095	2.86243	2.86243	1.72682
k39_34254	1070	2.99565	2.99565	0.840025
k39_73411	5484	8.0913	8.0913	7.02727
k39_112549	1533	5.10701	5.10701	4.86551
k39_92656	1038	2.83671	2.83671	1.4919
k39_53212	4007	7.2489	7.2489	5.84728
k39_151725	1376	3.95759	3.95759	2.05535
k39_14812	3047	6.11736	6.11736	7.35914
k39_73501	1096	2.426	2.426	0.835256
k39_53262	1712	4.3137	4.3137	2.34226
k39_112629	1722	4.67748	4.67748	2.75715
k39_92723	1714	3.5633	3.5633	2.06318
k39_132159	1218	2.71348	2.71348	1.13432
k39_53330	4595	9.68864	9.68864	9.61622
k39_92765	1629	5.12238	5.12238	3.06011
k39_132184	1876	3.50348	3.50348	1.26581
k39_14927	7328	7.02145	7.02145	6.5037
k39_14930	1010	2.3686	2.3686	1.41578
k39_53354	1366	6.6949	6.6949	10.4147
k39_34455	1838	3.6955	3.6955	2.38738
k39_53364	1574	4.26826	4.26826	3.04815
k39_34464	1436	2.92613	2.92613	1.51127
k39_53401	1311	3.49871	3.49871	3.88814
k39_92851	1110	3.65625	3.65625	2.27796
k39_15002	2461	4.4405	4.4405	3.85436
k39_53417	1201	2.39201	2.39201	0.62904
k39_53425	1048	3.06904	3.06904	1.69423
k39_132290	1353	3.335	3.335	1.43593
k39_92899	1909	5.0722	5.0722	2.7735
k39_151986	1401	2.64908	2.64908	1.36877
k39_151990	1424	2.6978	2.6978	1.25582
k39_53491	1072	3.47722	3.47722	4.92292
k39_15089	1950	5.28444	5.28444	3.51771
k39_132349	1020	1.84138	1.84138	0.642244
k39_152020	1199	3.48713	3.48713	1.70046
k39_34615	1159	3.05054	3.05054	2.29605
k39_92972	5512	7.23312	7.23312	6.4845
k39_132399	1024	3.68192	3.68192	2.79905
k39_92997	1042	3.98655	3.98655	9.48574
k39_152091	1261	2.84698	2.84698	1.48469
k39_53585	2526	3.34217	3.34217	1.22309
k39_15205	1008	3	3	1.08051
k39_132458	2686	8.67863	8.67863	12.5503
k39_73840	1684	4.32529	4.32529	3.5895
k39_132462	1139	3.16987	3.16987	1.49541
k39_15237	1001	3.53937	3.53937	2.05109
k39_113009	3161	5.97144	5.97144	6.51743
k39_34813	1138	3.10931	3.10931	1.23222
k39_34816	1176	3.1345	3.1345	1.96824
k39_73927	4845	8.3655	8.3655	9.94057
k39_15362	1087	2.84632	2.84632	1.09388
k39_34848	1610	5.5363	5.5363	7.38388
k39_34875	2424	4.61258	4.61258	2.944
k39_113144	2044	8.67635	8.67635	9.59673
k39_34884	1110	3.03646	3.03646	1.25102
k39_34901	1080	3.98602	3.98602	1.68011
k39_34904	1217	3.59606	3.59606	2.36857
k39_113208	1049	4.29366	4.29366	3.73994
k39_113210	1207	3.16272	3.16272	2.91101
k39_93324	2018	2.94379	2.94379	1.5678
k39_74110	2365	3.62935	3.62935	2.14757
k39_35012	2571	4.69682	4.69682	8.30389
k39_53918	2348	3.99454	3.99454	2.14835
k39_132753	1488	2.76383	2.76383	1.05861
k39_152508	1063	3.02848	3.02848	2.69217
k39_53919	9057	7.16964	7.16964	5.70407
k39_132775	2291	3.79262	3.79262	1.94669
k39_53938	1860	4.35322	4.35322	2.9647
k39_152544	1080	3.18817	3.18817	0.878432
k39_35067	1213	3.99812	3.99812	3.44256
k39_132806	1054	3.5885	3.5885	3.76188
k39_15663	1017	4.25952	4.25952	2.36792
k39_113416	1661	4.08206	4.08206	2.20916
k39_152666	1313	3.45658	3.45658	0.933347
k39_35168	1071	3.36482	3.36482	1.51024
k39_74330	3317	3.28544	3.28544	1.73024
k39_93512	1037	3.2965	3.2965	1.1253
k39_74348	3023	8.80265	8.80265	7.81163
k39_35203	1215	3.19812	3.19812	1.73987
k39_152751	1143	3.05337	3.05337	1.15139
k39_152816	1045	2.74637	2.74637	1.50494
k39_54187	1029	2.78271	2.78271	1.55525
k39_15873	1116	4.33851	4.33851	2.30497
k39_35301	1430	9.16406	9.16406	8.04668
k39_152830	2182	4.99114	4.99114	4.14566
k39_35304	1035	3.22825	3.22825	3.34829
k39_54207	1972	7.48628	7.48628	10.441
k39_152834	1120	2.9134	2.9134	1.07196
k39_15905	1120	5.15052	5.15052	2.59653
k39_35378	1062	3.45175	3.45175	1.19416
k39_113655	2537	4.8584	4.8584	4.49551
k39_35402	1617	3.42399	3.42399	1.66458
k39_93709	1038	4.53153	4.53153	2.57173
k39_133161	1153	2.96112	2.96112	0.600288
k39_152944	2116	5.58444	5.58444	4.85366
k39_93717	1233	3.72946	3.72946	1.948
k39_16051	1012	2.62645	2.62645	0.831263
k39_93765	1264	2.2307	2.2307	0.907197
k39_74678	1113	3.88889	3.88889	1.31092
k39_153042	1026	4.47945	4.47945	1.51386
k39_54410	1229	3.40037	3.40037	1.79687
k39_133302	1523	2.69993	2.69993	1.44196
k39_35487	1282	3.79859	3.79859	2.28652
k39_35490	1104	3.74109	3.74109	3.01477
k39_74699	1295	4.00175	4.00175	2.50524
k39_113827	1177	3.96787	3.96787	2.39176
k39_93828	1180	5.72816	5.72816	8.63348
k39_74721	1053	2.98339	2.98339	1.10505
k39_113835	1623	3.6334	3.6334	2.81523
k39_153146	1133	3.60529	3.60529	2.49782
k39_35601	1086	2.41132	2.41132	1.02315
k39_16235	1860	4.72807	4.72807	3.22211
k39_133413	1530	5.99783	5.99783	3.41912
k39_133422	1029	4.23322	4.23322	6.56173
k39_113928	3507	4.13256	4.13256	2.9464
k39_133465	1169	2.68989	2.68989	0.982323
k39_35661	1144	3.49799	3.49799	1.59366
k39_16288	1325	4.54894	4.54894	2.86621
k39_133475	1179	3.76482	3.76482	1.24425
k39_16304	4526	8.49634	8.49634	8.66282
k39_54594	1857	7.09197	7.09197	5.70607
k39_153291	3308	3.95187	3.95187	2.20803
k39_153293	1142	2.48387	2.48387	0.605189
k39_94006	1594	4.47853	4.47853	2.72372
k39_35735	1411	7.03569	7.03569	5.27572
k39_16333	3074	4.57216	4.57216	3.15418
k39_74920	1196	1.75239	1.75239	0.703225
k39_54635	1390	3.94274	3.94274	2.34456
k39_74926	1192	3.69674	3.69674	2.84935
k39_114040	1126	3.34734	3.34734	1.82077
k39_94059	1509	3.03238	3.03238	1.49675
k39_114048	1052	3.13858	3.13858	0.443591
k39_16367	1564	4.22136	4.22136	3.80305
k39_74956	1305	3.18355	3.18355	3.17601
k39_94093	1955	9.54183	9.54183	13.5932
k39_153374	1264	2.56643	2.56643	1.90978
k39_114117	1519	2.70489	2.70489	1.47715
k39_75010	1558	2.71733	2.71733	1.13966
k39_94159	1302	2.58073	2.58073	1.87184
k39_54766	1403	3.79968	3.79968	2.85995
k39_94209	3908	6.17642	6.17642	7.13081
k39_153484	1312	3.71084	3.71084	3.2996
k39_133731	1233	3.98892	3.98892	1.66162
k39_153513	1403	3.13647	3.13647	1.59721
k39_35938	2738	7.52396	7.52396	8.26115
k39_133755	7039	8.3822	8.3822	9.19313
k39_35950	1092	3.33652	3.33652	2.69111
k39_54836	3687	7.51315	7.51315	8.2776
k39_114257	1455	3.46667	3.46667	2.1003
k39_35967	1034	3.46493	3.46493	1.44724
k39_114258	5937	4.96406	4.96406	3.06645
k39_54854	1229	3.3911	3.3911	2.30889
k39_16602	1116	2.47723	2.47723	0.570983
k39_133794	1035	3.8	3.8	1.25973
k39_114283	1620	4.50748	4.50748	3.779
k39_133799	2093	5.41431	5.41431	4.92668
k39_94316	2170	3.79406	3.79406	2.84015
k39_16674	1380	3.53415	3.53415	1.56067
k39_75258	1646	2.57687	2.57687	1.02953
k39_36058	1030	3.08977	3.08977	1.11707
k39_94368	1414	4.5981	4.5981	3.96662
k39_54958	3689	4.86945	4.86945	5.51431
k39_94375	1067	3.41658	3.41658	3.94633
k39_94377	1262	2.36331	2.36331	0.332331
k39_153681	1027	2.83124	2.83124	1.57193
k39_16732	1160	2.6	2.6	1.01328
k39_75311	1549	4.46033	4.46033	2.3273
k39_16752	2149	4.46473	4.46473	3.19083
k39_133939	1017	3.54095	3.54095	2.56269
k39_153741	1355	3.66473	3.66473	3.81443
k39_55038	1015	3.80231	3.80231	1.25369
k39_36183	1014	3.77546	3.77546	2.33886
k39_36218	1668	4.01713	4.01713	2.25681
k39_134025	1093	5.37858	5.37858	2.17818
k39_55112	2122	3.8859	3.8859	2.42889
k39_134052	1442	3.73994	3.73994	1.52333
k39_36272	1097	3.93347	3.93347	3.30105
k39_114584	1916	3.80011	3.80011	2.87618
k39_114598	1017	3.15917	3.15917	3.48505
k39_134090	1673	2.90545	2.90545	1.67042
k39_94603	1455	3.53333	3.53333	2.15705
k39_75516	1378	3.12378	3.12378	1.41254
k39_36326	1006	4.03621	4.03621	1.94137
k39_75525	1982	6.69432	6.69432	6.74338
k39_114653	2276	6.24694	6.24694	5.62036
k39_94657	1317	3.84404	3.84404	3.54685
k39_36380	3807	5.06262	5.06262	4.94825
k39_94749	1174	3.12793	3.12793	2.21333
k39_94764	1097	2.95459	2.95459	1.02226
k39_154028	1379	3.655	3.655	2.19032
k39_154035	1138	3.35223	3.35223	1.31654
k39_114762	1173	3.02639	3.02639	2.3271
k39_94788	1419	3.39244	3.39244	4.34271
k39_55339	1068	3.1122	3.1122	1.02012
k39_114796	1176	4.60331	4.60331	4.32347
k39_94805	1590	6.48264	6.48264	4.82667
k39_75746	1153	3.00299	3.00299	1.22254
k39_55377	1285	2.55947	2.55947	2.20963
k39_36546	1283	2.90821	2.90821	1.74245
k39_94872	1070	5.05543	5.05543	3.58234
k39_75817	1808	6.12244	6.12244	5.4171
k39_55475	1128	5.47035	5.47035	2.50116
k39_75847	1496	3.8945	3.8945	2.43644
k39_75876	1011	3.76307	3.76307	1.83451
k39_17279	1228	5.12802	5.12802	3.70133
k39_134491	1205	3.86445	3.86445	2.57837
k39_134503	1264	3.47846	3.47846	1.60105
k39_75942	1995	5.17832	5.17832	5.18243
k39_134534	1001	3.04113	3.04113	1.40184
k39_95053	1472	3.83661	3.83661	1.3783
k39_115096	2970	4.13262	4.13262	2.67342
k39_55626	1004	2.8103	2.8103	1.19259
k39_36824	2912	8.42904	8.42904	7.63514
k39_55679	5350	7.79115	7.79115	8.94062
k39_17419	1699	2.97611	2.97611	1.43677
k39_134622	1092	3.06051	3.06051	1.17274
k39_55682	1463	2.84235	2.84235	1.82803
k39_36846	1117	5.7456	5.7456	3.12982
k39_36848	1130	3.59898	3.59898	2.89214
k39_55697	1029	2.36974	2.36974	0.725323
k39_76136	1769	4.12662	4.12662	3.24168
k39_55751	1014	2.08449	2.08449	0.492276
k39_55763	2018	3.25428	3.25428	2.31402
k39_55764	1775	7.00615	7.00615	7.49625
k39_154515	1169	3.29441	3.29441	1.28455
k39_76180	1308	3.07513	3.07513	2.74544
k39_134738	1083	2.88317	2.88317	1.13548
k39_115351	2711	4.79656	4.79656	3.43317
k39_17602	2230	3.9601	3.9601	3.23702
k39_134764	1458	3.15291	3.15291	1.2926
k39_115389	1235	4.41198	4.41198	2.09118
k39_17641	1526	2.96512	2.96512	0.808968
k39_17649	1149	2.87287	2.87287	1.78643
k39_55865	1067	4.28244	4.28244	3.02167
k39_17679	2384	4.80483	4.80483	2.02726
k39_115441	1340	3.30336	3.30336	1.63455
k39_134848	2431	6.46865	6.46865	9.95611
k39_115460	2716	5.43375	5.43375	5.14708
k39_134858	3754	5.42481	5.42481	5.41504
k39_17728	1566	5.07486	5.07486	3.43466
k39_95425	11729	7.88255	7.88255	7.08526
k39_55983	1249	3.17106	3.17106	1.20204
k39_76381	4880	6.88647	6.88647	9.11905
k39_95522	1593	3.88011	3.88011	1.72279
k39_56018	1365	3.38354	3.38354	2.0274
k39_76398	1166	4.77067	4.77067	2.88627
k39_17853	1476	3.60633	3.60633	1.36341
k39_76436	1856	4.29308	4.29308	5.42842
k39_56056	1077	3.43258	3.43258	1.86992
k39_115640	1264	3.67504	3.67504	2.21236
k39_135107	1060	4.95714	4.95714	2.39751
k39_56119	1253	3.21124	3.21124	2.09963
k39_135123	1279	3.78299	3.78299	2.60447
k39_135130	1402	4.4393	4.4393	2.29927
k39_115686	1026	2.72146	2.72146	1.19547
k39_56165	1409	3.61875	3.61875	1.54134
k39_154979	1516	4.26794	4.26794	3.32449
k39_135176	1043	2.66965	2.66965	1.59141
k39_76592	1025	2.45486	2.45486	0.831774
k39_56206	1498	3.7819	3.7819	1.34067
k39_37415	1115	3.22383	3.22383	1.40005
k39_135251	1682	3.23629	3.23629	1.02185
k39_115825	1373	3.2036	3.2036	2.53216
k39_56319	1271	4.02141	4.02141	2.46205
k39_37525	1067	3.26936	3.26936	1.62059
k39_155144	1320	3.9735	3.9735	6.67931
k39_95846	1108	2.67432	2.67432	0.777837
k39_37543	1017	3.46943	3.46943	1.64428
k39_18208	1772	3.94698	3.94698	2.70048
k39_155165	1072	3.07918	3.07918	0.932923
k39_18273	1107	5.36782	5.36782	2.62817
